# Region type : patch ac_inlet
# Faces         : 80
# Area          : 3.75652143e-05
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)
1               	1.34200004e+00
2               	1.34199896e+00
3               	1.34202689e+00
