# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.1484618174e-13
2                 	3.7132582096e-13
3                 	4.8426569020e-13
4                 	5.6523466448e-13
5                 	6.2305774674e-13
6                 	6.6432901952e-13
7                 	6.9388249045e-13
8                 	7.1520009273e-13
9                 	7.3075000992e-13
10                	7.4225728436e-13
11                	7.5091361482e-13
12                	7.5753551226e-13
13                	7.6268045415e-13
14                	7.6673010361e-13
15                	7.6994851126e-13
16                	7.7252188681e-13
17                	7.7458506633e-13
18                	7.7623893707e-13
19                	7.7756144102e-13
20                	7.7861474267e-13
21                	7.7945002886e-13
22                	7.8010617331e-13
23                	7.8061938092e-13
24                	7.8090909339e-13
25                	7.8132384221e-13
26                	7.8157838208e-13
27                	7.8179768759e-13
28                	7.8196582182e-13
29                	7.8198399823e-13
30                	7.8215396556e-13
31                	7.8222485064e-13
32                	7.8227919586e-13
33                	7.8232086053e-13
34                	7.8235280344e-13
35                	7.8237729301e-13
36                	7.8239606834e-13
37                	7.8241046276e-13
38                	7.8242149849e-13
39                	7.8242995921e-13
40                	7.8243644576e-13
41                	7.8244141879e-13
42                	7.8244523144e-13
43                	7.8231514275e-13
44                	7.8240284378e-13
45                	7.8239869827e-13
46                	7.8239552005e-13
47                	7.8239308342e-13
48                	7.8239121533e-13
49                	7.8231306731e-13
50                	7.8236125920e-13
51                	7.8235703550e-13
52                	7.8235379732e-13
53                	7.8235131472e-13
54                	7.8234941140e-13
55                	7.8234795218e-13
56                	7.8234683344e-13
57                	7.8234597575e-13
58                	7.8234531818e-13
59                	7.8234481405e-13
60                	7.8234442755e-13
61                	7.8234413123e-13
62                	7.8234390405e-13
63                	7.8234372988e-13
64                	7.8234359635e-13
65                	7.8234349398e-13
66                	7.8234341549e-13
67                	7.8234335532e-13
68                	7.8234330918e-13
69                	7.8234327382e-13
70                	7.8234324670e-13
71                	7.8234322591e-13
72                	7.8234320997e-13
73                	7.8234319776e-13
74                	7.8234318839e-13
75                	7.8234318121e-13
76                	7.8234317570e-13
77                	7.8234317148e-13
78                	7.8234316824e-13
79                	7.8234316576e-13
80                	7.8234316386e-13
81                	7.8234316240e-13
82                	7.8234316128e-13
83                	7.8234316042e-13
84                	7.8234315977e-13
85                	7.8234315926e-13
86                	7.8234315888e-13
87                	7.8234315858e-13
88                	7.8234315835e-13
89                	7.8234315818e-13
90                	7.8234315805e-13
91                	7.8234315794e-13
92                	7.8234315786e-13
93                	7.8234315780e-13
94                	7.8234315776e-13
95                	7.8234315772e-13
96                	7.8234315770e-13
97                	7.8234315768e-13
98                	7.8234315766e-13
99                	7.8234315765e-13
100               	7.8234315764e-13
101               	7.8234315763e-13
102               	7.8234315763e-13
103               	7.8234315762e-13
104               	7.8234315762e-13
