# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.1017753367e-15
2                 	1.9042349024e-15
3                 	2.4832142061e-15
4                 	2.8984843362e-15
5                 	3.1939260309e-15
6                 	3.4059048148e-15
7                 	3.9161951233e-15
8                 	4.0074187323e-15
9                 	4.0773568325e-15
10                	4.1309760427e-15
11                	4.1720841038e-15
12                	4.2036002840e-15
13                	4.2277626888e-15
14                	4.2462871992e-15
15                	3.9967306082e-15
16                	4.1770838786e-15
17                	4.1738042085e-15
18                	4.1712897947e-15
19                	4.1693620775e-15
20                	4.1678841610e-15
21                	4.1667510917e-15
22                	4.1658824052e-15
23                	4.1652164122e-15
24                	4.0310544651e-15
25                	4.1165340032e-15
26                	4.1103420899e-15
27                	4.1055949564e-15
28                	4.1019554873e-15
29                	4.0991652277e-15
30                	4.0970260287e-15
31                	4.0953859761e-15
32                	4.0941286024e-15
33                	4.0931646160e-15
34                	4.0924255597e-15
35                	4.0918589499e-15
36                	4.0914245490e-15
37                	4.0910915083e-15
38                	4.0908361772e-15
39                	4.0906404233e-15
40                	4.0904903453e-15
41                	4.0236230983e-15
42                	4.0664231661e-15
43                	4.0634128775e-15
44                	4.0611049897e-15
45                	4.0593356090e-15
46                	4.0579790838e-15
47                	4.0569390812e-15
48                	4.0561417458e-15
49                	4.0555304554e-15
50                	4.0185174248e-15
51                	4.0416378825e-15
52                	4.0397514190e-15
53                	4.0383051304e-15
54                	4.0371963091e-15
55                	4.0363462128e-15
56                	4.0157439328e-15
57                	4.0280624867e-15
58                	4.0267999218e-15
59                	4.0258319554e-15
60                	4.0250898479e-15
61                	4.0245208987e-15
62                	4.0240847044e-15
63                	4.0237502887e-15
64                	4.0234939034e-15
65                	4.0232973413e-15
66                	4.0231466437e-15
67                	4.0230311089e-15
68                	4.0229425322e-15
69                	4.0228746233e-15
70                	4.0228225599e-15
71                	4.0227826446e-15
72                	4.0227520429e-15
73                	4.0227285816e-15
74                	4.0227105946e-15
75                	4.0226968045e-15
76                	4.0226862322e-15
77                	4.0226781267e-15
78                	4.0226719125e-15
79                	4.0226671483e-15
80                	4.0226634957e-15
81                	4.0226606954e-15
82                	4.0226585485e-15
83                	4.0226569026e-15
84                	4.0226556407e-15
85                	4.0226546732e-15
86                	4.0226539315e-15
87                	4.0226533628e-15
88                	4.0226529269e-15
89                	4.0226525926e-15
90                	4.0226523364e-15
91                	4.0226521399e-15
92                	4.0226519893e-15
93                	4.0226518738e-15
94                	4.0226517853e-15
95                	4.0226517174e-15
96                	4.0226516654e-15
97                	4.0226516255e-15
98                	4.0226515949e-15
99                	4.0226515715e-15
100               	4.0226515535e-15
101               	4.0226515397e-15
102               	4.0226515291e-15
103               	4.0226515210e-15
104               	4.0226515148e-15
105               	4.0226515101e-15
106               	4.0226515064e-15
107               	4.0226515036e-15
108               	4.0226515015e-15
109               	4.0226514998e-15
110               	4.0226514986e-15
111               	4.0226514976e-15
112               	4.0226514968e-15
113               	4.0226514963e-15
