# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.6526630051e-15
2                 	2.8563523535e-15
3                 	3.7248213092e-15
4                 	4.3477265043e-15
5                 	4.7908890464e-15
6                 	5.1088572222e-15
7                 	5.8742926849e-15
8                 	6.0111280984e-15
9                 	6.1160352488e-15
10                	6.1964640640e-15
11                	6.2581261557e-15
12                	6.3054004260e-15
13                	6.3416440332e-15
14                	6.3694307988e-15
15                	5.9950959123e-15
16                	6.2656258178e-15
17                	6.2607063127e-15
18                	6.2569346921e-15
19                	6.2540431163e-15
20                	6.2518262415e-15
21                	6.2501266375e-15
22                	6.2488236078e-15
23                	6.2478246183e-15
24                	6.0465816976e-15
25                	6.1748010048e-15
26                	6.1655131348e-15
27                	6.1583924345e-15
28                	6.1529332310e-15
29                	6.1487478416e-15
30                	6.1455390430e-15
31                	6.1430789641e-15
32                	6.1411929037e-15
33                	6.1397469240e-15
34                	6.1386383395e-15
35                	6.1377884248e-15
36                	6.1371368235e-15
37                	6.1366372625e-15
38                	6.1362542657e-15
39                	6.1359606349e-15
40                	6.1357355179e-15
41                	6.0354346474e-15
42                	6.0996347491e-15
43                	6.0951193163e-15
44                	6.0916574845e-15
45                	6.0890034135e-15
46                	6.0869686257e-15
47                	6.0854086218e-15
48                	6.0842126187e-15
49                	6.0832956830e-15
50                	6.0277761372e-15
51                	6.0624568237e-15
52                	6.0596271286e-15
53                	6.0574576956e-15
54                	6.0557944637e-15
55                	6.0545193192e-15
56                	6.0236158992e-15
57                	6.0420937301e-15
58                	6.0401998828e-15
59                	6.0387479332e-15
60                	6.0376347718e-15
61                	6.0367813481e-15
62                	6.0361270566e-15
63                	6.0356254331e-15
64                	6.0352408551e-15
65                	6.0349460119e-15
66                	6.0347199655e-15
67                	6.0345466633e-15
68                	6.0344137982e-15
69                	6.0343119350e-15
70                	6.0342338399e-15
71                	6.0341739670e-15
72                	6.0341280644e-15
73                	6.0340928724e-15
74                	6.0340658919e-15
75                	6.0340452068e-15
76                	6.0340293483e-15
77                	6.0340171901e-15
78                	6.0340078688e-15
79                	6.0340007224e-15
80                	6.0339952436e-15
81                	6.0339910431e-15
82                	6.0339878228e-15
83                	6.0339853538e-15
84                	6.0339834610e-15
85                	6.0339820098e-15
86                	6.0339808972e-15
87                	6.0339800442e-15
88                	6.0339793903e-15
89                	6.0339788889e-15
90                	6.0339785046e-15
91                	6.0339782099e-15
92                	6.0339779839e-15
93                	6.0339778107e-15
94                	6.0339776779e-15
95                	6.0339775761e-15
96                	6.0339774981e-15
97                	6.0339774382e-15
98                	6.0339773924e-15
99                	6.0339773572e-15
100               	6.0339773302e-15
101               	6.0339773095e-15
102               	6.0339772937e-15
103               	6.0339772815e-15
104               	6.0339772722e-15
105               	6.0339772651e-15
106               	6.0339772596e-15
107               	6.0339772554e-15
108               	6.0339772522e-15
