# Time Dx Dy Dz magD
0.001 -2.31216e-05 1.08506e-05 -1.94436e-06 2.5615e-05
0.002 -3.43742e-05 1.62056e-05 -2.9989e-06 3.81209e-05
0.003 -4.12174e-05 1.94246e-05 -3.69665e-06 4.57149e-05
0.004 -4.56639e-05 2.13681e-05 -4.08783e-06 5.05816e-05
0.005 -4.80101e-05 2.24623e-05 -4.31617e-06 5.31804e-05
0.006 -4.92287e-05 2.30157e-05 -4.43359e-06 5.45238e-05
0.007 -4.98457e-05 2.33171e-05 -4.51396e-06 5.52146e-05
0.008 -5.01761e-05 2.34846e-05 -4.57327e-06 5.55885e-05
0.009 -5.0315e-05 2.35611e-05 -4.61806e-06 5.57499e-05
0.01 -4.97437e-05 2.35661e-05 -4.62519e-06 5.52375e-05
0.011 -4.85251e-05 2.34429e-05 -4.63168e-06 5.40898e-05
0.012 -4.73192e-05 2.33204e-05 -4.63762e-06 5.29571e-05
0.013 -4.61939e-05 2.32049e-05 -4.64295e-06 5.19028e-05
0.014 -4.51594e-05 2.30983e-05 -4.64768e-06 5.09363e-05
0.015 -4.4203e-05 2.29997e-05 -4.65166e-06 5.00453e-05
0.016 -4.24666e-05 2.29354e-05 -4.53677e-06 4.84771e-05
0.017 -4.05758e-05 2.29067e-05 -4.33064e-06 4.6796e-05
0.018 -3.89426e-05 2.28787e-05 -4.14491e-06 4.53557e-05
0.019 -3.75171e-05 2.28587e-05 -3.9836e-06 4.41126e-05
0.02 -3.58583e-05 2.27974e-05 -3.78217e-06 4.26596e-05
0.021 -3.44812e-05 2.28033e-05 -3.62027e-06 4.14976e-05
0.022 -3.22427e-05 2.28934e-05 -3.7384e-06 3.972e-05
0.023 -3.03558e-05 2.30069e-05 -3.84547e-06 3.82829e-05
0.024 -2.97379e-05 2.30639e-05 -3.74913e-06 3.78199e-05
0.025 -2.91829e-05 2.31057e-05 -3.67375e-06 3.74034e-05
0.026 -2.86218e-05 2.31222e-05 -3.56812e-06 3.69672e-05
0.027 -2.81152e-05 2.3139e-05 -3.51045e-06 3.65814e-05
0.028 -2.75801e-05 2.3169e-05 -3.43298e-06 3.61835e-05
0.029 -2.71626e-05 2.31777e-05 -3.40239e-06 3.58691e-05
0.03 -2.66929e-05 2.31878e-05 -3.34796e-06 3.55161e-05
0.031 -2.6502e-05 2.31898e-05 -3.32113e-06 3.53716e-05
0.032 -2.62897e-05 2.31915e-05 -3.26874e-06 3.52091e-05
0.033 -2.59509e-05 2.32133e-05 -3.18641e-06 3.49636e-05
0.034 -2.55777e-05 2.32168e-05 -3.15854e-06 3.46874e-05
0.035 -2.52028e-05 2.32055e-05 -3.13471e-06 3.44021e-05
0.036 -2.48807e-05 2.3225e-05 -3.10782e-06 3.41776e-05
0.037 -2.46947e-05 2.32377e-05 -3.06762e-06 3.40475e-05
0.038 -2.46346e-05 2.32277e-05 -3.06243e-06 3.39965e-05
0.039 -2.45955e-05 2.32147e-05 -3.06069e-06 3.39592e-05
0.04 -2.45717e-05 2.32074e-05 -3.05828e-06 3.39368e-05
0.041 -2.45564e-05 2.32027e-05 -3.05751e-06 3.39224e-05
0.042 -2.4541e-05 2.31983e-05 -3.05374e-06 3.39079e-05
0.043 -2.45247e-05 2.31931e-05 -3.05285e-06 3.38925e-05
0.044 -2.45101e-05 2.31893e-05 -3.04911e-06 3.3879e-05
0.045 -2.42625e-05 2.32096e-05 -3.07871e-06 3.3717e-05
0.046 -2.41405e-05 2.32215e-05 -3.13777e-06 3.3643e-05
0.047 -2.39058e-05 2.3247e-05 -3.16761e-06 3.34954e-05
0.048 -2.37972e-05 2.326e-05 -3.22306e-06 3.34323e-05
0.049 -2.35514e-05 2.32943e-05 -3.24579e-06 3.3284e-05
0.05 -2.34419e-05 2.33127e-05 -3.28679e-06 3.32236e-05
0.051 -2.32177e-05 2.33489e-05 -3.29938e-06 3.30926e-05
0.052 -2.31207e-05 2.3369e-05 -3.32648e-06 3.30415e-05
0.053 -2.29017e-05 2.34069e-05 -3.31398e-06 3.29143e-05
0.054 -2.28799e-05 2.34126e-05 -3.28975e-06 3.29008e-05
0.055 -2.28643e-05 2.34288e-05 -3.27826e-06 3.29003e-05
0.056 -2.28882e-05 2.34489e-05 -3.28115e-06 3.29316e-05
0.057 -2.2918e-05 2.34744e-05 -3.28498e-06 3.29708e-05
0.058 -2.29523e-05 2.35036e-05 -3.28897e-06 3.30158e-05
0.059 -2.29754e-05 2.35349e-05 -3.28828e-06 3.30542e-05
0.06 -2.29941e-05 2.35632e-05 -3.28034e-06 3.30865e-05
0.061 -2.30146e-05 2.35932e-05 -3.27941e-06 3.3122e-05
0.062 -2.3039e-05 2.36267e-05 -3.27845e-06 3.31627e-05
0.063 -2.3082e-05 2.36633e-05 -3.27747e-06 3.32185e-05
0.064 -2.30633e-05 2.36986e-05 -3.27953e-06 3.32309e-05
0.065 -2.30835e-05 2.37296e-05 -3.27708e-06 3.32668e-05
0.066 -2.3112e-05 2.37683e-05 -3.2755e-06 3.33141e-05
0.067 -2.31357e-05 2.38042e-05 -3.27341e-06 3.33559e-05
0.068 -2.31587e-05 2.38401e-05 -3.2712e-06 3.33973e-05
0.069 -2.32005e-05 2.38768e-05 -3.27265e-06 3.34526e-05
0.07 -2.32391e-05 2.39116e-05 -3.27387e-06 3.35043e-05
0.071 -2.32063e-05 2.39442e-05 -3.27405e-06 3.35049e-05
0.072 -2.32447e-05 2.39788e-05 -3.27098e-06 3.35559e-05
0.073 -2.32106e-05 2.40112e-05 -3.27078e-06 3.35555e-05
0.074 -2.32489e-05 2.40457e-05 -3.26743e-06 3.36063e-05
0.075 -2.30365e-05 2.40691e-05 -3.23416e-06 3.34733e-05
0.076 -2.30686e-05 2.40936e-05 -3.22845e-06 3.35124e-05
0.077 -2.31027e-05 2.41222e-05 -3.23207e-06 3.35568e-05
0.078 -2.31372e-05 2.41499e-05 -3.23471e-06 3.36008e-05
0.079 -2.31607e-05 2.417e-05 -3.2375e-06 3.36316e-05
0.08 -2.31831e-05 2.41901e-05 -3.23976e-06 3.36617e-05
0.081 -2.32021e-05 2.42083e-05 -3.23832e-06 3.36878e-05
0.082 -2.32233e-05 2.42281e-05 -3.24103e-06 3.37169e-05
0.083 -2.32374e-05 2.42398e-05 -3.24215e-06 3.37351e-05
0.084 -2.32442e-05 2.42478e-05 -3.2433e-06 3.37457e-05
0.085 -2.32523e-05 2.42545e-05 -3.24381e-06 3.37561e-05
0.086 -2.32592e-05 2.42624e-05 -3.24102e-06 3.37662e-05
0.087 -2.31692e-05 2.42677e-05 -3.23356e-06 3.37074e-05
0.088 -2.3038e-05 2.42842e-05 -3.21047e-06 3.3627e-05
0.089 -2.29207e-05 2.42961e-05 -3.1888e-06 3.35534e-05
0.09 -2.29385e-05 2.43095e-05 -3.17724e-06 3.35742e-05
0.091 -2.29601e-05 2.43269e-05 -3.1791e-06 3.36017e-05
0.092 -2.30105e-05 2.43642e-05 -3.18298e-06 3.36635e-05
0.093 -2.30746e-05 2.44117e-05 -3.18731e-06 3.3742e-05
0.094 -2.31354e-05 2.44609e-05 -3.19331e-06 3.38198e-05
0.095 -2.31969e-05 2.45091e-05 -3.19836e-06 3.38972e-05
0.096 -2.32672e-05 2.45634e-05 -3.20523e-06 3.39853e-05
0.097 -2.33504e-05 2.46243e-05 -3.2143e-06 3.40871e-05
0.098 -2.34488e-05 2.46909e-05 -3.22498e-06 3.42036e-05
0.099 -2.3552e-05 2.47607e-05 -3.23473e-06 3.43257e-05
0.1 -2.36592e-05 2.48326e-05 -3.2443e-06 3.4452e-05
0.101 -2.37871e-05 2.49128e-05 -3.25653e-06 3.45989e-05
0.102 -2.39287e-05 2.49988e-05 -3.26962e-06 3.47594e-05
0.103 -2.40754e-05 2.50875e-05 -3.28321e-06 3.49254e-05
0.104 -2.42234e-05 2.5176e-05 -3.29668e-06 3.50924e-05
0.105 -2.43886e-05 2.52725e-05 -3.31221e-06 3.52771e-05
0.106 -2.45619e-05 2.53682e-05 -3.3246e-06 3.54667e-05
0.107 -2.47391e-05 2.54762e-05 -3.34242e-06 3.56684e-05
0.108 -2.49345e-05 2.55862e-05 -3.36017e-06 3.58842e-05
0.109 -2.51332e-05 2.5701e-05 -3.37807e-06 3.61058e-05
0.11 -2.53408e-05 2.58117e-05 -3.39237e-06 3.63305e-05
0.111 -2.55611e-05 2.59351e-05 -3.41278e-06 3.65738e-05
0.112 -2.57841e-05 2.60594e-05 -3.43327e-06 3.68198e-05
0.113 -2.60143e-05 2.61933e-05 -3.45763e-06 3.70781e-05
0.114 -2.62406e-05 2.6322e-05 -3.47741e-06 3.73297e-05
0.115 -2.64707e-05 2.64431e-05 -3.49375e-06 3.75784e-05
0.116 -2.67163e-05 2.65759e-05 -3.51415e-06 3.7847e-05
0.117 -2.69456e-05 2.67147e-05 -3.5347e-06 3.81082e-05
0.118 -2.71958e-05 2.68426e-05 -3.55676e-06 3.83769e-05
0.119 -2.74564e-05 2.6988e-05 -3.57676e-06 3.86652e-05
0.12 -2.77152e-05 2.71294e-05 -3.60086e-06 3.89501e-05
0.121 -2.79783e-05 2.72819e-05 -3.62868e-06 3.92461e-05
0.122 -2.82307e-05 2.74201e-05 -3.65013e-06 3.95242e-05
0.123 -2.8482e-05 2.75601e-05 -3.67121e-06 3.98028e-05
0.124 -2.87297e-05 2.7691e-05 -3.68819e-06 4.00723e-05
0.125 -2.89873e-05 2.7834e-05 -3.70903e-06 4.03578e-05
0.126 -2.92346e-05 2.7974e-05 -3.73574e-06 4.06345e-05
0.127 -2.94918e-05 2.81136e-05 -3.76098e-06 4.0918e-05
0.128 -2.97451e-05 2.82527e-05 -3.78425e-06 4.11984e-05
0.129 -2.99874e-05 2.8389e-05 -3.80715e-06 4.14689e-05
0.13 -3.02299e-05 2.85242e-05 -3.82773e-06 4.17388e-05
0.131 -3.04616e-05 2.8645e-05 -3.84695e-06 4.1991e-05
0.132 -3.0693e-05 2.87761e-05 -3.86771e-06 4.22503e-05
0.133 -3.09018e-05 2.89043e-05 -3.88882e-06 4.24912e-05
0.134 -3.11329e-05 2.90353e-05 -3.90822e-06 4.27502e-05
0.135 -3.1356e-05 2.91629e-05 -3.92705e-06 4.30011e-05
0.136 -3.15633e-05 2.92837e-05 -3.9459e-06 4.32359e-05
0.137 -3.17627e-05 2.93986e-05 -3.96228e-06 4.34609e-05
0.138 -3.19576e-05 2.95129e-05 -3.97915e-06 4.36822e-05
0.139 -3.21437e-05 2.96248e-05 -3.99334e-06 4.38953e-05
0.14 -3.23136e-05 2.97301e-05 -4.00849e-06 4.40921e-05
0.141 -3.24738e-05 2.98291e-05 -4.02148e-06 4.42775e-05
0.142 -3.26263e-05 2.9926e-05 -4.0341e-06 4.44558e-05
0.143 -3.27737e-05 3.00205e-05 -4.04779e-06 4.46288e-05
0.144 -3.29079e-05 3.01094e-05 -4.05795e-06 4.47881e-05
0.145 -3.30245e-05 3.01884e-05 -4.06747e-06 4.49278e-05
0.146 -3.31359e-05 3.02668e-05 -4.07438e-06 4.50629e-05
0.147 -3.32278e-05 3.03371e-05 -4.08391e-06 4.51786e-05
0.148 -3.33187e-05 3.04067e-05 -4.09154e-06 4.52928e-05
0.149 -3.31179e-05 3.04573e-05 -4.09483e-06 4.51798e-05
0.15 -3.24107e-05 3.04688e-05 -4.0959e-06 4.46719e-05
0.151 -3.25022e-05 3.05418e-05 -4.10409e-06 4.47888e-05
0.152 -3.2317e-05 3.06008e-05 -4.10274e-06 4.46948e-05
0.153 -3.2068e-05 3.06067e-05 -4.10292e-06 4.45193e-05
0.154 -3.15343e-05 3.06157e-05 -4.0877e-06 4.41412e-05
0.155 -3.12782e-05 3.062e-05 -4.07956e-06 4.39608e-05
0.156 -3.07964e-05 3.06302e-05 -4.06405e-06 4.36251e-05
0.157 -3.05645e-05 3.06346e-05 -4.05629e-06 4.3464e-05
0.158 -3.0142e-05 3.06439e-05 -4.08425e-06 4.31771e-05
0.159 -2.99459e-05 3.06501e-05 -4.11642e-06 4.3048e-05
0.16 -2.9582e-05 3.06623e-05 -4.18039e-06 4.28106e-05
0.161 -2.94126e-05 3.07881e-05 -4.21028e-06 4.2787e-05
0.162 -2.91044e-05 3.10208e-05 -4.28044e-06 4.27514e-05
0.163 -2.8884e-05 3.11297e-05 -4.30163e-06 4.26831e-05
0.164 -2.84751e-05 3.1337e-05 -4.32818e-06 4.25626e-05
0.165 -2.82521e-05 3.13468e-05 -4.33056e-06 4.24212e-05
0.166 -2.79845e-05 3.13722e-05 -4.35593e-06 4.2265e-05
0.167 -2.79227e-05 3.13687e-05 -4.37226e-06 4.22231e-05
0.168 -2.78293e-05 3.13646e-05 -4.36212e-06 4.21573e-05
0.169 -2.77978e-05 3.13599e-05 -4.34999e-06 4.21317e-05
0.17 -2.77192e-05 3.13395e-05 -4.34446e-06 4.20642e-05
0.171 -2.76413e-05 3.1317e-05 -4.33793e-06 4.19954e-05
0.172 -2.7556e-05 3.12925e-05 -4.32978e-06 4.19202e-05
0.173 -2.74772e-05 3.12694e-05 -4.32137e-06 4.18503e-05
0.174 -2.73905e-05 3.1245e-05 -4.31202e-06 4.17742e-05
0.175 -2.72927e-05 3.12182e-05 -4.30202e-06 4.1689e-05
0.176 -2.71872e-05 3.11884e-05 -4.28911e-06 4.15964e-05
0.177 -2.70824e-05 3.11584e-05 -4.27632e-06 4.1504e-05
0.178 -2.69777e-05 3.11278e-05 -4.26269e-06 4.14114e-05
0.179 -2.68573e-05 3.1093e-05 -4.24748e-06 4.13054e-05
0.18 -2.67152e-05 3.1057e-05 -4.22072e-06 4.11832e-05
0.181 -2.65865e-05 3.10206e-05 -4.20635e-06 4.10709e-05
0.182 -2.64567e-05 3.0984e-05 -4.18931e-06 4.09575e-05
0.183 -2.63334e-05 3.09478e-05 -4.1681e-06 4.08483e-05
0.184 -2.61915e-05 3.09056e-05 -4.15112e-06 4.07233e-05
0.185 -2.60518e-05 3.08662e-05 -4.13186e-06 4.06016e-05
0.186 -2.59126e-05 3.08263e-05 -4.11272e-06 4.04801e-05
0.187 -2.57733e-05 3.07843e-05 -4.09483e-06 4.03572e-05
0.188 -2.56299e-05 3.07436e-05 -4.0753e-06 4.02327e-05
0.189 -2.54788e-05 3.06955e-05 -4.05475e-06 4.00977e-05
0.19 -2.53292e-05 3.06528e-05 -4.03579e-06 3.99681e-05
0.191 -2.51864e-05 3.06095e-05 -4.01769e-06 3.98427e-05
0.192 -2.50474e-05 3.05623e-05 -3.99741e-06 3.97166e-05
0.193 -2.48942e-05 3.0513e-05 -3.97801e-06 3.95801e-05
0.194 -2.47403e-05 3.04641e-05 -3.95712e-06 3.94437e-05
0.195 -2.45772e-05 3.04185e-05 -3.93746e-06 3.93043e-05
0.196 -2.44168e-05 3.03658e-05 -3.91361e-06 3.91609e-05
0.197 -2.42627e-05 3.03168e-05 -3.89268e-06 3.90248e-05
0.198 -2.41048e-05 3.02652e-05 -3.87308e-06 3.88847e-05
0.199 -2.39443e-05 3.02148e-05 -3.85252e-06 3.87441e-05
0.2 -2.37854e-05 3.01617e-05 -3.83133e-06 3.86025e-05
0.201 -2.36151e-05 3.01119e-05 -3.80979e-06 3.84567e-05
0.202 -2.34477e-05 3.00533e-05 -3.78658e-06 3.83057e-05
0.203 -2.32877e-05 3.00011e-05 -3.76609e-06 3.81649e-05
0.204 -2.31246e-05 2.99471e-05 -3.74503e-06 3.8021e-05
0.205 -2.2952e-05 2.98939e-05 -3.72436e-06 3.78723e-05
0.206 -2.27886e-05 2.98411e-05 -3.70318e-06 3.77296e-05
0.207 -2.26232e-05 2.97857e-05 -3.68255e-06 3.7584e-05
0.208 -2.24541e-05 2.97264e-05 -3.65851e-06 3.7433e-05
0.209 -2.22901e-05 2.96717e-05 -3.63704e-06 3.72892e-05
0.21 -2.21263e-05 2.96175e-05 -3.61534e-06 3.71462e-05
0.211 -2.19535e-05 2.95625e-05 -3.59554e-06 3.69977e-05
0.212 -2.17897e-05 2.95097e-05 -3.57483e-06 3.68564e-05
0.213 -2.16206e-05 2.94489e-05 -3.5518e-06 3.67056e-05
0.214 -2.14462e-05 2.93938e-05 -3.52822e-06 3.65566e-05
0.215 -2.12951e-05 2.93456e-05 -3.51071e-06 3.64276e-05
0.216 -2.11278e-05 2.92855e-05 -3.48736e-06 3.62793e-05
0.217 -2.09693e-05 2.92327e-05 -3.4672e-06 3.61426e-05
0.218 -2.0798e-05 2.91774e-05 -3.44421e-06 3.59964e-05
0.219 -2.06378e-05 2.91261e-05 -3.42494e-06 3.58605e-05
0.22 -2.04807e-05 2.90718e-05 -3.4032e-06 3.57241e-05
0.221 -2.03171e-05 2.90196e-05 -3.38116e-06 3.55859e-05
0.222 -2.01705e-05 2.89702e-05 -3.36231e-06 3.54602e-05
0.223 -2.00235e-05 2.89213e-05 -3.34306e-06 3.5335e-05
0.224 -1.98684e-05 2.8875e-05 -3.32326e-06 3.52074e-05
0.225 -1.97155e-05 2.88222e-05 -3.30263e-06 3.5076e-05
0.226 -1.95666e-05 2.8778e-05 -3.28533e-06 3.49545e-05
0.227 -1.94253e-05 2.87305e-05 -3.26793e-06 3.48348e-05
0.228 -1.92819e-05 2.86788e-05 -3.24847e-06 3.47104e-05
0.229 -1.91385e-05 2.86354e-05 -3.23134e-06 3.45935e-05
0.23 -1.90051e-05 2.85926e-05 -3.21515e-06 3.44829e-05
0.231 -1.88724e-05 2.85497e-05 -3.19852e-06 3.43727e-05
0.232 -1.8744e-05 2.85077e-05 -3.18141e-06 3.42659e-05
0.233 -1.86134e-05 2.84626e-05 -3.16252e-06 3.41552e-05
0.234 -1.84818e-05 2.84252e-05 -3.147e-06 3.4051e-05
0.235 -1.83603e-05 2.8385e-05 -3.13172e-06 3.39502e-05
0.236 -1.82444e-05 2.83503e-05 -3.11572e-06 3.38571e-05
0.237 -1.81292e-05 2.8314e-05 -3.09955e-06 3.37632e-05
0.238 -1.8017e-05 2.8281e-05 -3.08327e-06 3.36739e-05
0.239 -1.79051e-05 2.82476e-05 -3.06927e-06 3.35848e-05
0.24 -1.78154e-05 2.82184e-05 -3.05609e-06 3.35112e-05
0.241 -1.77189e-05 2.81893e-05 -3.04299e-06 3.34343e-05
0.242 -1.76289e-05 2.81634e-05 -3.03078e-06 3.33638e-05
0.243 -1.75402e-05 2.81351e-05 -3.01717e-06 3.32919e-05
0.244 -1.74572e-05 2.81103e-05 -3.00561e-06 3.32261e-05
0.245 -1.73762e-05 2.80871e-05 -2.99461e-06 3.3163e-05
0.246 -1.73118e-05 2.807e-05 -2.9864e-06 3.31141e-05
0.247 -1.72376e-05 2.80457e-05 -2.97452e-06 3.30536e-05
0.248 -1.71628e-05 2.80271e-05 -2.96458e-06 3.2998e-05
0.249 -1.71086e-05 2.80117e-05 -2.95656e-06 3.29561e-05
0.25 -1.70597e-05 2.79955e-05 -2.94847e-06 3.29162e-05
0.251 -1.70088e-05 2.79818e-05 -2.9421e-06 3.28776e-05
0.252 -1.69526e-05 2.79649e-05 -2.93462e-06 3.28335e-05
0.253 -1.69161e-05 2.79524e-05 -2.92883e-06 3.28035e-05
0.254 -1.68788e-05 2.79438e-05 -2.92479e-06 3.27766e-05
0.255 -1.68474e-05 2.79347e-05 -2.92076e-06 3.27523e-05
0.256 -1.68153e-05 2.79254e-05 -2.91619e-06 3.27274e-05
0.257 -1.67901e-05 2.79164e-05 -2.9117e-06 3.27065e-05
0.258 -1.67747e-05 2.79149e-05 -2.9106e-06 3.26971e-05
0.259 -1.67603e-05 2.79095e-05 -2.90769e-06 3.26849e-05
0.26 -1.6746e-05 2.79071e-05 -2.90655e-06 3.26754e-05
0.261 -1.67326e-05 2.79018e-05 -2.90383e-06 3.26638e-05
0.262 -1.67195e-05 2.79e-05 -2.9028e-06 3.26554e-05
0.263 -1.67095e-05 2.78957e-05 -2.90007e-06 3.26464e-05
0.264 -1.66987e-05 2.78954e-05 -2.89853e-06 3.26405e-05
0.265 -1.66888e-05 2.78929e-05 -2.89337e-06 3.26328e-05
0.266 -1.66699e-05 2.79071e-05 -2.8837e-06 3.26344e-05
0.267 -1.66311e-05 2.79466e-05 -2.89097e-06 3.26491e-05
0.268 -1.66116e-05 2.79815e-05 -2.91063e-06 3.26708e-05
0.269 -1.65734e-05 2.80231e-05 -2.93439e-06 3.26892e-05
0.27 -1.65491e-05 2.80561e-05 -2.99387e-06 3.27105e-05
0.271 -1.65165e-05 2.80876e-05 -3.02554e-06 3.2724e-05
0.272 -1.64957e-05 2.81157e-05 -3.07123e-06 3.2742e-05
0.273 -1.64668e-05 2.81457e-05 -3.08223e-06 3.27542e-05
0.274 -1.64545e-05 2.816e-05 -3.10895e-06 3.27628e-05
0.275 -1.64284e-05 2.8189e-05 -3.11399e-06 3.27751e-05
0.276 -1.64223e-05 2.81929e-05 -3.12073e-06 3.2776e-05
0.277 -1.64149e-05 2.81977e-05 -3.11525e-06 3.27759e-05
0.278 -1.64226e-05 2.82025e-05 -3.1148e-06 3.27839e-05
0.279 -1.64315e-05 2.82081e-05 -3.11458e-06 3.27932e-05
0.28 -1.64414e-05 2.82141e-05 -3.1145e-06 3.28033e-05
0.281 -1.64526e-05 2.82211e-05 -3.11461e-06 3.28149e-05
0.282 -1.64642e-05 2.82279e-05 -3.11466e-06 3.28266e-05
0.283 -1.64886e-05 2.82425e-05 -3.11499e-06 3.28514e-05
0.284 -1.65133e-05 2.82576e-05 -3.11527e-06 3.28768e-05
0.285 -1.65384e-05 2.82728e-05 -3.11564e-06 3.29025e-05
0.286 -1.65678e-05 2.82915e-05 -3.11626e-06 3.29334e-05
0.287 -1.65879e-05 2.83037e-05 -3.11632e-06 3.2954e-05
0.288 -1.66205e-05 2.83238e-05 -3.11688e-06 3.29878e-05
0.289 -1.66507e-05 2.83425e-05 -3.11762e-06 3.30191e-05
0.29 -1.66788e-05 2.83595e-05 -3.11785e-06 3.30479e-05
0.291 -1.67109e-05 2.83797e-05 -3.11845e-06 3.30815e-05
0.292 -1.67408e-05 2.83986e-05 -3.11941e-06 3.31129e-05
0.293 -1.67687e-05 2.84159e-05 -3.11976e-06 3.31418e-05
0.294 -1.67993e-05 2.84355e-05 -3.12094e-06 3.31742e-05
0.295 -1.68324e-05 2.84567e-05 -3.12193e-06 3.32094e-05
0.296 -1.68662e-05 2.84778e-05 -3.123e-06 3.32447e-05
0.297 -1.69006e-05 2.84996e-05 -3.12376e-06 3.32809e-05
0.298 -1.69308e-05 2.85194e-05 -3.125e-06 3.33132e-05
0.299 -1.69592e-05 2.85371e-05 -3.12572e-06 3.33429e-05
0.3 -1.69922e-05 2.8558e-05 -3.1269e-06 3.33777e-05
0.301 -1.70293e-05 2.85826e-05 -3.12844e-06 3.34178e-05
0.302 -1.70574e-05 2.86005e-05 -3.12915e-06 3.34475e-05
0.303 -1.70956e-05 2.86255e-05 -3.13086e-06 3.34886e-05
0.304 -1.71278e-05 2.86464e-05 -3.13206e-06 3.3523e-05
0.305 -1.71567e-05 2.86645e-05 -3.1329e-06 3.35532e-05
0.306 -1.71938e-05 2.86892e-05 -3.13481e-06 3.35935e-05
0.307 -1.72262e-05 2.87102e-05 -3.13611e-06 3.36282e-05
0.308 -1.72597e-05 2.87314e-05 -3.1376e-06 3.36636e-05
0.309 -1.72883e-05 2.87497e-05 -3.13855e-06 3.36939e-05
0.31 -1.7325e-05 2.87744e-05 -3.14055e-06 3.37341e-05
0.311 -1.73567e-05 2.8795e-05 -3.14196e-06 3.3768e-05
0.312 -1.73842e-05 2.88124e-05 -3.14275e-06 3.37971e-05
0.313 -1.74207e-05 2.88369e-05 -3.14462e-06 3.38369e-05
0.314 -1.74477e-05 2.88535e-05 -3.14526e-06 3.3865e-05
0.315 -1.74771e-05 2.88735e-05 -3.14687e-06 3.38974e-05
0.316 -1.75043e-05 2.8891e-05 -3.14775e-06 3.39264e-05
0.317 -1.75339e-05 2.89107e-05 -3.14933e-06 3.39585e-05
0.318 -1.75679e-05 2.89322e-05 -3.15086e-06 3.39945e-05
0.319 -1.75948e-05 2.89492e-05 -3.15175e-06 3.4023e-05
0.32 -1.7623e-05 2.89683e-05 -3.15341e-06 3.4054e-05
0.321 -1.76508e-05 2.89854e-05 -3.15432e-06 3.4083e-05
0.322 -1.76795e-05 2.9005e-05 -3.156e-06 3.41147e-05
0.323 -1.77025e-05 2.90205e-05 -3.15707e-06 3.41399e-05
0.324 -1.77223e-05 2.9033e-05 -3.15772e-06 3.41609e-05
0.325 -1.77509e-05 2.90522e-05 -3.15965e-06 3.41922e-05
0.326 -1.7778e-05 2.90692e-05 -3.16057e-06 3.42208e-05
0.327 -1.7798e-05 2.90833e-05 -3.16202e-06 3.42433e-05
0.328 -1.78165e-05 2.90951e-05 -3.16265e-06 3.4263e-05
0.329 -1.78369e-05 2.91092e-05 -3.16405e-06 3.42857e-05
0.33 -1.78558e-05 2.91211e-05 -3.16461e-06 3.43057e-05
0.331 -1.78764e-05 2.91352e-05 -3.16613e-06 3.43285e-05
0.332 -1.7895e-05 2.91465e-05 -3.16672e-06 3.43479e-05
0.333 -1.79078e-05 2.91559e-05 -3.16775e-06 3.43626e-05
0.334 -1.79305e-05 2.9171e-05 -3.16892e-06 3.43874e-05
0.335 -1.79412e-05 2.91772e-05 -3.16906e-06 3.43982e-05
0.336 -1.79533e-05 2.91858e-05 -3.17011e-06 3.4412e-05
0.337 -1.79687e-05 2.91957e-05 -3.17076e-06 3.44284e-05
0.338 -1.79794e-05 2.92021e-05 -3.17085e-06 3.44394e-05
0.339 -1.79919e-05 2.92107e-05 -3.1718e-06 3.44534e-05
0.34 -1.80009e-05 2.92167e-05 -3.17188e-06 3.44632e-05
0.341 -1.80128e-05 2.92254e-05 -3.17283e-06 3.44769e-05
0.342 -1.80225e-05 2.92317e-05 -3.17283e-06 3.44872e-05
0.343 -1.80329e-05 2.92396e-05 -3.17367e-06 3.44995e-05
0.344 -1.80413e-05 2.92453e-05 -3.17358e-06 3.45087e-05
0.345 -1.80504e-05 2.92526e-05 -3.17437e-06 3.45197e-05
0.346 -1.80577e-05 2.92576e-05 -3.17421e-06 3.45277e-05
0.347 -1.80653e-05 2.92641e-05 -3.17479e-06 3.45372e-05
0.348 -1.80713e-05 2.9268e-05 -3.17457e-06 3.45437e-05
0.349 -1.80773e-05 2.92738e-05 -3.17484e-06 3.45517e-05
0.35 -1.80812e-05 2.92777e-05 -3.17436e-06 3.4557e-05
0.351 -1.80852e-05 2.92828e-05 -3.1698e-06 3.4563e-05
0.352 -1.80457e-05 2.93121e-05 -3.16269e-06 3.45666e-05
0.353 -1.80229e-05 2.9395e-05 -3.14606e-06 3.46235e-05
0.354 -1.78793e-05 2.95527e-05 -3.13635e-06 3.46824e-05
0.355 -1.78008e-05 2.96296e-05 -3.11806e-06 3.4706e-05
0.356 -1.76598e-05 2.97746e-05 -3.11693e-06 3.47579e-05
0.357 -1.75931e-05 2.97866e-05 -3.1329e-06 3.47358e-05
0.358 -1.7549e-05 2.98127e-05 -3.15478e-06 3.47379e-05
0.359 -1.75266e-05 2.98233e-05 -3.19992e-06 3.47398e-05
0.36 -1.74895e-05 2.98317e-05 -3.20664e-06 3.47289e-05
0.361 -1.74693e-05 2.983e-05 -3.20155e-06 3.47168e-05
0.362 -1.74591e-05 2.98276e-05 -3.20071e-06 3.47095e-05
0.363 -1.74489e-05 2.98245e-05 -3.1997e-06 3.47016e-05
0.364 -1.74375e-05 2.98208e-05 -3.19848e-06 3.46926e-05
0.365 -1.74254e-05 2.98165e-05 -3.19713e-06 3.46827e-05
0.366 -1.74111e-05 2.98116e-05 -3.19567e-06 3.46712e-05
0.367 -1.73962e-05 2.9806e-05 -3.19402e-06 3.46587e-05
0.368 -1.73645e-05 2.97947e-05 -3.19046e-06 3.46328e-05
