# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.6526629364e-13
2                 	2.8563524689e-13
3                 	3.7251206939e-13
4                 	4.3479589575e-13
5                 	4.7927518980e-13
6                 	5.1102232271e-13
7                 	5.3375576188e-13
8                 	5.5015391748e-13
9                 	5.6211539225e-13
10                	5.7096714182e-13
11                	5.7762585756e-13
12                	5.8271962482e-13
13                	5.8667727242e-13
14                	5.8979238739e-13
15                	5.9226808558e-13
16                	5.9424760524e-13
17                	5.9583466641e-13
18                	5.9710687467e-13
19                	5.9812418540e-13
20                	5.9893441746e-13
21                	5.9957694528e-13
22                	6.0008167178e-13
23                	6.0047644686e-13
24                	6.0069930261e-13
25                	6.0101834021e-13
26                	6.0121414009e-13
27                	6.0138283663e-13
28                	6.0151217065e-13
29                	6.0152615249e-13
30                	6.0165689661e-13
31                	6.0171142358e-13
32                	6.0175322760e-13
33                	6.0178527735e-13
34                	6.0180984882e-13
35                	6.0182868695e-13
36                	6.0184312951e-13
37                	6.0185420214e-13
38                	6.0186269116e-13
39                	6.0186919941e-13
40                	6.0187418907e-13
41                	6.0187801447e-13
42                	6.0188094728e-13
43                	6.0188319577e-13
44                	6.0188491961e-13
45                	6.0188624122e-13
46                	6.0188725445e-13
47                	6.0188803127e-13
48                	6.0188862682e-13
49                	6.0188908342e-13
50                	6.0188943347e-13
51                	6.0188970185e-13
52                	6.0188990760e-13
53                	6.0189006535e-13
54                	6.0189018628e-13
55                	6.0189027900e-13
56                	6.0189035009e-13
57                	6.0189040459e-13
58                	6.0189044637e-13
59                	6.0189047840e-13
60                	6.0189050296e-13
61                	6.0189052179e-13
62                	6.0189053622e-13
63                	6.0189054729e-13
64                	6.0189055577e-13
65                	6.0189056228e-13
66                	6.0189056727e-13
67                	6.0189057109e-13
68                	6.0189057402e-13
69                	6.0189057627e-13
70                	6.0189057799e-13
71                	6.0189057931e-13
72                	6.0189058033e-13
73                	6.0189058110e-13
74                	6.0189058170e-13
75                	6.0189058215e-13
76                	6.0189058250e-13
77                	6.0189058277e-13
78                	6.0189058298e-13
79                	6.0189058313e-13
80                	6.0189058326e-13
81                	6.0189058335e-13
82                	6.0189058342e-13
83                	6.0189058347e-13
84                	6.0189058352e-13
85                	6.0189058355e-13
86                	6.0189058357e-13
87                	6.0189058359e-13
88                	6.0189058361e-13
89                	6.0189058362e-13
