  Time  Coordinate0  Coordinate1  Coordinate2  Displacements0  Displacements1  Displacements2  Forces0  Forces1  Forces2
 0.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
 1.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -1.55743541e-07  -3.79340059e-16  -4.72900803e-08   6.79284745e-05   1.02762037e-16   1.24794448e-07
 2.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -1.00652040e-07  -8.05719236e-16  -2.59631507e-07   1.35968970e-04   3.98944048e-17   5.32109836e-07
 3.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -4.41733703e-08   7.51585455e-15  -4.72066810e-07   2.04107471e-04   1.23811822e-15   1.22408298e-06
 4.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.35775766e-08  -2.05820540e-14  -6.84600352e-07   2.72345057e-04   3.26605859e-14   2.20220125e-06
 5.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   7.26087463e-08   1.79591128e-13  -8.97224420e-07   3.40680823e-04  -9.16485295e-14   3.46814274e-06
 6.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.32928318e-07  -4.46303576e-13  -1.10993120e-06   4.09114123e-04   8.20031619e-13   5.02364881e-06
 7.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.94671736e-07   3.50034118e-13  -1.32269306e-06   4.77644174e-04   5.81314639e-13   6.87207907e-06
 8.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   2.57464016e-07   1.40111392e-12  -1.53556147e-06   5.46270473e-04   2.21246297e-12   9.01055752e-06
 9.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   3.21694763e-07   4.81523825e-12  -1.74847005e-06   6.14992098e-04   7.43184073e-12   1.14455749e-05
 1.00000000e+01   2.35000000e-03   0.00000000e+00   3.00000000e-02   3.87380166e-07   6.81296965e-13  -1.96140612e-06   6.83808156e-04   1.18995071e-12   1.41801000e-05
