# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	7.3433016593e-12
2                 	1.2691685220e-11
3                 	1.6551915842e-11
4                 	1.9319400461e-11
5                 	2.1295765962e-11
6                 	2.2706394119e-11
7                 	2.3716512112e-11
8                 	2.4445133832e-11
9                 	2.4976621532e-11
10                	2.5369935350e-11
11                	2.5665805479e-11
12                	2.5892138998e-11
13                	2.6067990213e-11
14                	2.6206404663e-11
15                	2.6316407868e-11
16                	2.6404363961e-11
17                	2.6474882648e-11
18                	2.6531411354e-11
19                	2.6576614000e-11
20                	2.6612609205e-11
21                	2.6641118992e-11
22                	2.6663562177e-11
23                	2.6681114956e-11
24                	2.6694752436e-11
25                	2.6705279549e-11
26                	2.6713355991e-11
27                	2.6719517513e-11
28                	2.6724194874e-11
29                	2.6727730803e-11
30                	2.6730395130e-11
31                	2.6732398147e-11
32                	2.6733902169e-11
33                	2.6735031348e-11
34                	2.6735879887e-11
35                	2.6736518154e-11
36                	2.6737001003e-11
37                	2.6737366352e-11
38                	2.6737644158e-11
39                	2.6737856225e-11
40                	2.6738018793e-11
41                	2.6738112414e-11
42                	2.6738195346e-11
43                	2.6738313161e-11
44                	2.6738327061e-11
45                	2.6738366824e-11
46                	2.6738397308e-11
47                	2.6738420679e-11
48                	2.6738438597e-11
49                	2.6738452335e-11
50                	2.6738462867e-11
51                	2.6738470941e-11
52                	2.6738477131e-11
53                	2.6738481877e-11
54                	2.6738485516e-11
55                	2.6738488305e-11
56                	2.6738490444e-11
57                	2.6738492084e-11
58                	2.6738493341e-11
59                	2.6738494305e-11
60                	2.6738495043e-11
61                	2.6738495610e-11
62                	2.6738496044e-11
63                	2.6738496377e-11
64                	2.6738496632e-11
65                	2.6738496828e-11
66                	2.6738496978e-11
67                	2.6738497093e-11
68                	2.6738497181e-11
69                	2.6738497249e-11
70                	2.6738497301e-11
71                	2.6738497341e-11
72                	2.6738497371e-11
73                	2.6738497394e-11
74                	2.6738497412e-11
75                	2.6738497426e-11
76                	2.6738497437e-11
77                	2.6738497445e-11
78                	2.6738497451e-11
79                	2.6738497456e-11
80                	2.6738497459e-11
81                	2.6738497462e-11
82                	2.6738497464e-11
83                	2.6738497466e-11
84                	2.6738497467e-11
85                	2.6738497468e-11
86                	2.6738497469e-11
87                	2.6738497469e-11
88                	2.6738497470e-11
