# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.0103823244e-12
2                 	3.5114964367e-11
3                 	8.3604605567e-11
4                 	1.4208379356e-10
5                 	1.5537821212e-10
6                 	1.5211352227e-10
7                 	1.3983023142e-10
8                 	1.3580391537e-10
9                 	1.3476141644e-10
10                	1.2662925560e-10
11                	1.1954296221e-10
12                	1.1250895132e-10
13                	1.0174206685e-10
14                	9.2556518568e-11
15                	8.3598219858e-11
16                	7.6452348263e-11
17                	7.1139034553e-11
18                	6.4708634568e-11
19                	5.9265887847e-11
20                	5.2930382399e-11
21                	4.8000579667e-11
22                	4.4366081850e-11
23                	4.0722340175e-11
24                	3.7528784712e-11
25                	3.3923139447e-11
26                	3.0594259252e-11
27                	2.8280235878e-11
28                	2.6318148327e-11
29                	2.4216964878e-11
30                	2.1909407128e-11
31                	1.9717876837e-11
32                	1.8265944129e-11
33                	1.7296870032e-11
34                	1.5900324837e-11
35                	1.4428349947e-11
36                	1.2985135787e-11
37                	1.2012566854e-11
38                	1.1450342737e-11
39                	1.0551063708e-11
40                	9.7004282849e-12
41                	8.9720540164e-12
42                	8.3027187250e-12
43                	7.9431970908e-12
44                	7.4925347274e-12
45                	6.9767018622e-12
46                	6.5145756447e-12
47                	6.0824364060e-12
48                	5.7860263729e-12
49                	5.5559216142e-12
50                	5.2433998583e-12
51                	4.9691744650e-12
52                	4.7163269037e-12
53                	4.4909368156e-12
54                	4.3480624578e-12
55                	4.1787731564e-12
56                	4.0200499686e-12
57                	3.8763905651e-12
58                	3.7455584374e-12
59                	3.6393139720e-12
60                	3.5441046895e-12
61                	3.4551431526e-12
62                	3.3743488752e-12
63                	3.3027266956e-12
64                	3.2412132310e-12
65                	3.1891296237e-12
66                	3.1441757244e-12
67                	3.1053462536e-12
68                	3.0726931051e-12
69                	3.0457599148e-12
70                	3.0239429338e-12
71                	3.0065630313e-12
72                	2.9927623594e-12
73                	2.9817692115e-12
74                	2.9729436218e-12
75                	2.9659149766e-12
76                	2.9604113440e-12
77                	2.9561633850e-12
78                	2.9528988351e-12
79                	2.9503725214e-12
80                	2.9483944100e-12
81                	2.9468347913e-12
82                	2.9456082460e-12
83                	2.9446508631e-12
84                	2.9439073405e-12
85                	2.9433286954e-12
86                	2.9428752159e-12
87                	2.9425177193e-12
88                	2.9422358595e-12
89                	2.9420148033e-12
90                	2.9418425012e-12
91                	2.9417085846e-12
92                	2.9416044047e-12
93                	2.9415231683e-12
94                	2.9414598287e-12
95                	2.9414106360e-12
96                	2.9413726476e-12
97                	2.9413434324e-12
98                	2.9413209795e-12
99                	2.9413036948e-12
100               	2.9412903727e-12
101               	2.9412801171e-12
102               	2.9412722469e-12
103               	2.9412662234e-12
104               	2.9412616147e-12
105               	2.9412580810e-12
106               	2.9412553661e-12
107               	2.9412532781e-12
108               	2.9412516744e-12
109               	2.9412504450e-12
110               	2.9412495032e-12
111               	2.9412487809e-12
112               	2.9412482262e-12
113               	2.9412477995e-12
114               	2.9412474715e-12
115               	2.9412472197e-12
116               	2.9412470265e-12
117               	2.9412468783e-12
118               	2.9412467647e-12
119               	2.9412466775e-12
120               	2.9412466105e-12
121               	2.9412465592e-12
