# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.0933731398e-15
2                 	3.6180463144e-15
3                 	4.7181069917e-15
4                 	5.5071202388e-15
5                 	6.0684594587e-15
6                 	6.4712191481e-15
7                 	7.4407707343e-15
8                 	7.6140955913e-15
9                 	7.7469779817e-15
10                	7.8488544811e-15
11                	7.9269597972e-15
12                	7.9868405396e-15
13                	8.0327491088e-15
14                	8.0679456784e-15
15                	7.5937881555e-15
16                	7.9364593693e-15
17                	7.9302279961e-15
18                	7.9254506100e-15
19                	7.9217879473e-15
20                	7.9189799059e-15
21                	7.9168270742e-15
22                	7.9151765699e-15
23                	7.9139111832e-15
24                	7.6590034836e-15
25                	7.8214146061e-15
26                	7.8096499708e-15
27                	7.8006304171e-15
28                	7.7937154259e-15
29                	7.7884139326e-15
30                	7.7843494545e-15
31                	7.7812333546e-15
32                	7.7788443446e-15
33                	7.7770127704e-15
34                	7.7756085634e-15
35                	7.7745320047e-15
36                	7.7737066431e-15
37                	7.7730738658e-15
38                	7.7725887366e-15
39                	7.7722168042e-15
40                	7.6449313767e-15
41                	7.7263104426e-15
42                	7.7205442432e-15
43                	7.7161234903e-15
44                	7.7127342464e-15
45                	7.7101358261e-15
46                	7.7081437039e-15
47                	7.7066164102e-15
48                	7.7054454850e-15
49                	7.6351748236e-15
50                	7.6790587015e-15
51                	7.6754728569e-15
52                	7.6727237094e-15
53                	7.6706160297e-15
54                	7.6690001419e-15
55                	7.6299046820e-15
56                	7.6532777726e-15
57                	7.6508807601e-15
58                	7.6490430504e-15
59                	7.6476341397e-15
60                	7.6465539748e-15
61                	7.6457258484e-15
62                	7.6450909514e-15
63                	7.6446041971e-15
64                	7.6442310188e-15
65                	7.6439449155e-15
66                	7.6437255696e-15
67                	7.6435574044e-15
68                	7.6434284777e-15
69                	7.6433296339e-15
70                	7.6432538537e-15
71                	7.6431957555e-15
72                	7.6431512136e-15
73                	7.6431170648e-15
74                	7.6430908840e-15
75                	7.6430708121e-15
76                	7.6430554237e-15
77                	7.6430436258e-15
78                	7.6430345808e-15
79                	7.6430276463e-15
80                	7.6430223299e-15
81                	7.6430182539e-15
82                	7.6430151291e-15
83                	7.6430127333e-15
84                	7.6430108966e-15
85                	7.6430094884e-15
86                	7.6430084088e-15
87                	7.6430075811e-15
88                	7.6430069465e-15
89                	7.6430064600e-15
90                	7.6430060871e-15
91                	7.6430058011e-15
92                	7.6430055819e-15
93                	7.6430054138e-15
94                	7.6430052849e-15
95                	7.6430051862e-15
96                	7.6430051104e-15
97                	7.6430050523e-15
98                	7.6430050078e-15
99                	7.6430049737e-15
100               	7.6430049475e-15
101               	7.6430049275e-15
102               	7.6430049121e-15
103               	7.6430049003e-15
104               	7.6430048913e-15
105               	7.6430048843e-15
106               	7.6430048790e-15
107               	7.6430048749e-15
108               	7.6430048718e-15
109               	7.6430048694e-15
