# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.6526560373e-11
2                 	2.8563432603e-11
3                 	3.7251123425e-11
4                 	4.3479520916e-11
5                 	4.7927455278e-11
6                 	5.1102162308e-11
7                 	5.3375496125e-11
8                 	5.5015304947e-11
9                 	5.6211451309e-11
10                	5.7096628694e-11
11                	5.7762502952e-11
12                	5.8271880714e-11
13                	5.8667644890e-11
14                	5.8979155281e-11
15                	5.9226724383e-11
16                	5.9424675081e-11
17                	5.9583381803e-11
18                	5.9710603197e-11
19                	5.9812334584e-11
20                	5.9893344046e-11
21                	5.9957507108e-11
22                	6.0008016902e-11
23                	6.0047520531e-11
24                	6.0078212534e-11
25                	6.0101904462e-11
26                	6.0120081001e-11
27                	6.0133947892e-11
28                	6.0144474584e-11
29                	6.0152432415e-11
30                	6.0158428649e-11
31                	6.0162936564e-11
32                	6.0166321459e-11
33                	6.0168862749e-11
34                	6.0170772439e-11
35                	6.0172208898e-11
36                	6.0173295581e-11
37                	6.0174117821e-11
38                	6.0174743041e-11
39                	6.0175220311e-11
40                	6.0175586181e-11
41                	6.0175796881e-11
42                	6.0175983524e-11
43                	6.0176248675e-11
44                	6.0176279957e-11
45                	6.0176369445e-11
46                	6.0176438052e-11
47                	6.0176490651e-11
48                	6.0176530977e-11
49                	6.0176561893e-11
50                	6.0176585596e-11
51                	6.0176603768e-11
52                	6.0176617700e-11
53                	6.0176628381e-11
54                	6.0176636570e-11
55                	6.0176642848e-11
56                	6.0176647661e-11
57                	6.0176651351e-11
58                	6.0176654180e-11
59                	6.0176656349e-11
60                	6.0176658012e-11
61                	6.0176659287e-11
62                	6.0176660264e-11
63                	6.0176661014e-11
64                	6.0176661588e-11
65                	6.0176662029e-11
66                	6.0176662366e-11
67                	6.0176662625e-11
68                	6.0176662824e-11
69                	6.0176662976e-11
70                	6.0176663092e-11
71                	6.0176663182e-11
72                	6.0176663250e-11
73                	6.0176663303e-11
74                	6.0176663343e-11
75                	6.0176663374e-11
76                	6.0176663398e-11
77                	6.0176663416e-11
78                	6.0176663430e-11
79                	6.0176663441e-11
80                	6.0176663449e-11
81                	6.0176663455e-11
82                	6.0176663460e-11
83                	6.0176663464e-11
84                	6.0176663466e-11
85                	6.0176663469e-11
86                	6.0176663470e-11
87                	6.0176663471e-11
88                	6.0176663472e-11
