# Time Dx Dy Dz magD
2.004 -1.17566e-05 3.15473e-05 -2.83029e-06 3.37855e-05
2.005 -1.17428e-05 3.15423e-05 -2.82926e-06 3.3776e-05
2.006 -1.1733e-05 3.15386e-05 -2.82804e-06 3.3769e-05
2.007 -1.17222e-05 3.15349e-05 -2.82713e-06 3.37617e-05
2.008 -1.17143e-05 3.1532e-05 -2.82609e-06 3.37562e-05
2.009 -1.17061e-05 3.15295e-05 -2.82533e-06 3.37509e-05
2.01 -1.17006e-05 3.15279e-05 -2.82452e-06 3.37474e-05
2.011 -1.16954e-05 3.15267e-05 -2.82395e-06 3.37445e-05
2.012 -1.16923e-05 3.15262e-05 -2.82338e-06 3.37429e-05
2.013 -1.16897e-05 3.15262e-05 -2.82295e-06 3.37419e-05
2.014 -1.16889e-05 3.1527e-05 -2.82267e-06 3.37424e-05
2.015 -1.16893e-05 3.15282e-05 -2.82253e-06 3.37437e-05
2.016 -1.1691e-05 3.15302e-05 -2.82247e-06 3.37461e-05
2.017 -1.16937e-05 3.15325e-05 -2.8225e-06 3.37493e-05
2.018 -1.16981e-05 3.15357e-05 -2.82263e-06 3.37537e-05
2.019 -1.17035e-05 3.15392e-05 -2.82288e-06 3.37589e-05
2.02 -1.17107e-05 3.15435e-05 -2.82321e-06 3.37654e-05
2.021 -1.17183e-05 3.1548e-05 -2.82374e-06 3.37723e-05
2.022 -1.17283e-05 3.15534e-05 -2.82428e-06 3.37809e-05
2.023 -1.17376e-05 3.15592e-05 -2.82507e-06 3.37896e-05
2.024 -1.17501e-05 3.15656e-05 -2.82573e-06 3.38e-05
2.025 -1.17764e-05 3.15804e-05 -2.82785e-06 3.3823e-05
2.026 -1.17976e-05 3.15913e-05 -2.82907e-06 3.38407e-05
2.027 -1.18228e-05 3.1605e-05 -2.8309e-06 3.38625e-05
2.028 -1.18514e-05 3.16207e-05 -2.83329e-06 3.38874e-05
2.029 -1.18812e-05 3.1636e-05 -2.83541e-06 3.39122e-05
2.03 -1.1906e-05 3.16495e-05 -2.8374e-06 3.39337e-05
2.031 -1.19402e-05 3.16677e-05 -2.84009e-06 3.39628e-05
2.032 -1.19668e-05 3.16816e-05 -2.84206e-06 3.39854e-05
2.033 -1.19958e-05 3.16984e-05 -2.84483e-06 3.40115e-05
2.034 -1.20324e-05 3.17176e-05 -2.84774e-06 3.40425e-05
2.035 -1.20647e-05 3.17345e-05 -2.85004e-06 3.40699e-05
2.036 -1.20965e-05 3.17515e-05 -2.85289e-06 3.40973e-05
2.037 -1.21313e-05 3.17703e-05 -2.85594e-06 3.41273e-05
2.038 -1.21656e-05 3.17889e-05 -2.85908e-06 3.41571e-05
2.039 -1.21991e-05 3.18061e-05 -2.86152e-06 3.41852e-05
2.04 -1.22381e-05 3.18273e-05 -2.86516e-06 3.42192e-05
2.041 -1.22753e-05 3.18465e-05 -2.86812e-06 3.42507e-05
2.042 -1.23072e-05 3.18637e-05 -2.87063e-06 3.42783e-05
2.043 -1.2345e-05 3.18836e-05 -2.87369e-06 3.43107e-05
2.044 -1.23818e-05 3.19033e-05 -2.87674e-06 3.43424e-05
2.045 -1.2422e-05 3.19246e-05 -2.88054e-06 3.43771e-05
2.046 -1.24547e-05 3.1942e-05 -2.8832e-06 3.44053e-05
2.047 -1.24948e-05 3.19634e-05 -2.88708e-06 3.444e-05
2.048 -1.25311e-05 3.19824e-05 -2.89045e-06 3.44711e-05
2.049 -1.2563e-05 3.19994e-05 -2.89328e-06 3.44987e-05
2.05 -1.25996e-05 3.20189e-05 -2.89658e-06 3.45304e-05
2.051 -1.26398e-05 3.20401e-05 -2.90043e-06 3.45651e-05
2.052 -1.26761e-05 3.20592e-05 -2.90352e-06 3.45964e-05
2.053 -1.27081e-05 3.20764e-05 -2.90611e-06 3.46242e-05
2.054 -1.27458e-05 3.20961e-05 -2.9094e-06 3.46566e-05
2.055 -1.27779e-05 3.21129e-05 -2.91242e-06 3.46842e-05
2.056 -1.28138e-05 3.21321e-05 -2.9158e-06 3.47155e-05
2.057 -1.28502e-05 3.21516e-05 -2.9191e-06 3.47473e-05
2.058 -1.28871e-05 3.21704e-05 -2.92257e-06 3.47786e-05
2.059 -1.29131e-05 3.21844e-05 -2.9252e-06 3.48015e-05
2.06 -1.2946e-05 3.22014e-05 -2.92803e-06 3.48297e-05
2.061 -1.29842e-05 3.22212e-05 -2.93142e-06 3.48624e-05
2.062 -1.30154e-05 3.22374e-05 -2.93435e-06 3.48893e-05
2.063 -1.30397e-05 3.225e-05 -2.93631e-06 3.49101e-05
2.064 -1.30753e-05 3.22692e-05 -2.93971e-06 3.49415e-05
2.065 -1.31028e-05 3.2284e-05 -2.9421e-06 3.49656e-05
2.066 -1.31257e-05 3.2296e-05 -2.94432e-06 3.49855e-05
2.067 -1.3158e-05 3.2313e-05 -2.9473e-06 3.50136e-05
2.068 -1.31806e-05 3.23247e-05 -2.9497e-06 3.5033e-05
2.069 -1.3214e-05 3.23417e-05 -2.95238e-06 3.50615e-05
2.07 -1.32349e-05 3.23528e-05 -2.95477e-06 3.50799e-05
2.071 -1.32595e-05 3.23656e-05 -2.95663e-06 3.51011e-05
2.072 -1.32806e-05 3.23772e-05 -2.95896e-06 3.512e-05
2.073 -1.33042e-05 3.23895e-05 -2.96085e-06 3.51405e-05
2.074 -1.33254e-05 3.24012e-05 -2.96316e-06 3.51594e-05
2.075 -1.3344e-05 3.24103e-05 -2.96493e-06 3.5175e-05
2.076 -1.33588e-05 3.24178e-05 -2.96599e-06 3.51876e-05
2.077 -1.33863e-05 3.24321e-05 -2.96831e-06 3.52115e-05
2.078 -1.3399e-05 3.24391e-05 -2.96967e-06 3.52228e-05
2.079 -1.34129e-05 3.24461e-05 -2.97075e-06 3.52346e-05
2.08 -1.34247e-05 3.24532e-05 -2.97213e-06 3.52458e-05
2.081 -1.34398e-05 3.24606e-05 -2.97312e-06 3.52585e-05
2.082 -1.34523e-05 3.24676e-05 -2.97458e-06 3.52698e-05
2.083 -1.34661e-05 3.24742e-05 -2.97581e-06 3.52813e-05
2.084 -1.34765e-05 3.24805e-05 -2.97716e-06 3.52911e-05
2.085 -1.34897e-05 3.24873e-05 -2.97808e-06 3.53025e-05
2.086 -1.34994e-05 3.24932e-05 -2.97926e-06 3.53118e-05
2.087 -1.35113e-05 3.24995e-05 -2.98016e-06 3.53222e-05
2.088 -1.3521e-05 3.25046e-05 -2.98126e-06 3.53307e-05
2.089 -1.35314e-05 3.25104e-05 -2.98205e-06 3.534e-05
2.09 -1.35391e-05 3.25151e-05 -2.98303e-06 3.53474e-05
2.091 -1.35481e-05 3.25198e-05 -2.98372e-06 3.53552e-05
2.092 -1.35544e-05 3.25237e-05 -2.98457e-06 3.53613e-05
2.093 -1.35615e-05 3.25276e-05 -2.98519e-06 3.53677e-05
2.094 -1.35659e-05 3.25307e-05 -2.9858e-06 3.53723e-05
2.095 -1.35707e-05 3.25337e-05 -2.98627e-06 3.53769e-05
2.096 -1.35736e-05 3.25362e-05 -2.9868e-06 3.53803e-05
2.097 -1.35757e-05 3.25382e-05 -2.98715e-06 3.5383e-05
2.098 -1.35764e-05 3.25395e-05 -2.9874e-06 3.53844e-05
2.099 -1.35761e-05 3.25403e-05 -2.98753e-06 3.53851e-05
2.1 -1.35747e-05 3.25405e-05 -2.98756e-06 3.53848e-05
2.101 -1.35719e-05 3.25401e-05 -2.9875e-06 3.53833e-05
2.102 -1.35676e-05 3.25389e-05 -2.98736e-06 3.53806e-05
2.103 -1.35624e-05 3.25373e-05 -2.98712e-06 3.5377e-05
2.104 -1.35557e-05 3.25349e-05 -2.98679e-06 3.53723e-05
2.105 -1.35483e-05 3.25323e-05 -2.98629e-06 3.53669e-05
2.106 -1.35381e-05 3.25284e-05 -2.98563e-06 3.53595e-05
2.107 -1.35284e-05 3.25246e-05 -2.98483e-06 3.53522e-05
2.108 -1.35157e-05 3.25195e-05 -2.98393e-06 3.53425e-05
2.109 -1.3503e-05 3.25146e-05 -2.98282e-06 3.53331e-05
2.11 -1.34709e-05 3.25015e-05 -2.98042e-06 3.53086e-05
2.111 -1.34408e-05 3.24893e-05 -2.97801e-06 3.52857e-05
2.112 -1.34158e-05 3.24794e-05 -2.97631e-06 3.52669e-05
2.113 -1.33835e-05 3.24664e-05 -2.97355e-06 3.52424e-05
2.114 -1.33453e-05 3.24503e-05 -2.97051e-06 3.52129e-05
2.115 -1.3307e-05 3.24349e-05 -2.96727e-06 3.51838e-05
2.116 -1.32716e-05 3.24206e-05 -2.96458e-06 3.5157e-05
2.117 -1.32303e-05 3.24037e-05 -2.9613e-06 3.51257e-05
2.118 -1.31887e-05 3.23868e-05 -2.95801e-06 3.50941e-05
2.119 -1.31455e-05 3.23685e-05 -2.95419e-06 3.50607e-05
2.12 -1.30974e-05 3.23495e-05 -2.95014e-06 3.50248e-05
2.121 -1.3054e-05 3.2331e-05 -2.94633e-06 3.49912e-05
2.122 -1.30096e-05 3.23122e-05 -2.94255e-06 3.49569e-05
2.123 -1.29645e-05 3.22936e-05 -2.93862e-06 3.49227e-05
2.124 -1.29151e-05 3.22728e-05 -2.93413e-06 3.48847e-05
2.125 -1.28638e-05 3.22519e-05 -2.92964e-06 3.4846e-05
2.126 -1.28181e-05 3.22327e-05 -2.9256e-06 3.4811e-05
2.127 -1.27664e-05 3.22112e-05 -2.9211e-06 3.47718e-05
2.128 -1.27117e-05 3.21883e-05 -2.91633e-06 3.47301e-05
2.129 -1.2654e-05 3.21644e-05 -2.91139e-06 3.46864e-05
2.13 -1.26033e-05 3.21436e-05 -2.90687e-06 3.46483e-05
2.131 -1.25486e-05 3.21206e-05 -2.90178e-06 3.46067e-05
2.132 -1.24888e-05 3.20961e-05 -2.89651e-06 3.45618e-05
2.133 -1.24346e-05 3.20736e-05 -2.89139e-06 3.45209e-05
2.134 -1.2377e-05 3.20494e-05 -2.88629e-06 3.44774e-05
2.135 -1.23154e-05 3.20239e-05 -2.88077e-06 3.4431e-05
2.136 -1.22539e-05 3.19984e-05 -2.87516e-06 3.43849e-05
2.137 -1.21967e-05 3.19751e-05 -2.86994e-06 3.43425e-05
2.138 -1.21354e-05 3.19495e-05 -2.86408e-06 3.42964e-05
2.139 -1.20771e-05 3.19249e-05 -2.85881e-06 3.42525e-05
2.14 -1.20106e-05 3.18973e-05 -2.85269e-06 3.42028e-05
2.141 -1.19494e-05 3.18718e-05 -2.8469e-06 3.4157e-05
2.142 -1.18891e-05 3.1846e-05 -2.84132e-06 3.41115e-05
2.143 -1.18269e-05 3.18202e-05 -2.83561e-06 3.40652e-05
2.144 -1.17652e-05 3.17939e-05 -2.82999e-06 3.40188e-05
2.145 -1.1696e-05 3.17652e-05 -2.82359e-06 3.39676e-05
2.146 -1.16334e-05 3.17386e-05 -2.81789e-06 3.39207e-05
2.147 -1.15682e-05 3.17112e-05 -2.81162e-06 3.38722e-05
2.148 -1.15048e-05 3.16846e-05 -2.80591e-06 3.38252e-05
2.149 -1.14367e-05 3.16556e-05 -2.79951e-06 3.37744e-05
2.15 -1.13702e-05 3.16282e-05 -2.79359e-06 3.37258e-05
2.151 -1.1308e-05 3.16019e-05 -2.78799e-06 3.36798e-05
2.152 -1.12371e-05 3.15717e-05 -2.78137e-06 3.36271e-05
2.153 -1.11749e-05 3.1546e-05 -2.77571e-06 3.35818e-05
2.154 -1.11046e-05 3.15165e-05 -2.76903e-06 3.35301e-05
2.155 -1.10436e-05 3.14908e-05 -2.76336e-06 3.34853e-05
2.156 -1.09747e-05 3.14618e-05 -2.75695e-06 3.34348e-05
2.157 -1.09091e-05 3.14339e-05 -2.75107e-06 3.33867e-05
2.158 -1.08421e-05 3.14055e-05 -2.74465e-06 3.33375e-05
2.159 -1.07805e-05 3.13798e-05 -2.73894e-06 3.32929e-05
2.16 -1.07088e-05 3.13492e-05 -2.73239e-06 3.32403e-05
2.161 -1.06476e-05 3.13233e-05 -2.72674e-06 3.31957e-05
2.162 -1.05821e-05 3.1296e-05 -2.72056e-06 3.31485e-05
2.163 -1.05159e-05 3.12674e-05 -2.71435e-06 3.30999e-05
2.164 -1.04472e-05 3.12389e-05 -2.7078e-06 3.30506e-05
2.165 -1.03835e-05 3.12116e-05 -2.70176e-06 3.30043e-05
2.166 -1.03237e-05 3.11866e-05 -2.6961e-06 3.29613e-05
2.167 -1.02597e-05 3.11585e-05 -2.69007e-06 3.29143e-05
2.168 -1.02005e-05 3.1133e-05 -2.68457e-06 3.28713e-05
2.169 -1.01363e-05 3.11056e-05 -2.67863e-06 3.2825e-05
2.17 -1.00761e-05 3.10802e-05 -2.67296e-06 3.27819e-05
2.171 -1.00116e-05 3.1052e-05 -2.66682e-06 3.27349e-05
2.172 -9.95657e-06 3.10291e-05 -2.66177e-06 3.26959e-05
2.173 -9.89132e-06 3.10007e-05 -2.65544e-06 3.26487e-05
2.174 -9.83182e-06 3.09755e-05 -2.64979e-06 3.26062e-05
2.175 -9.77304e-06 3.09504e-05 -2.64426e-06 3.25643e-05
2.176 -9.71475e-06 3.09255e-05 -2.63878e-06 3.25227e-05
2.177 -9.65683e-06 3.09008e-05 -2.63337e-06 3.24815e-05
2.178 -9.59919e-06 3.08761e-05 -2.628e-06 3.24405e-05
2.179 -9.55062e-06 3.08554e-05 -2.62352e-06 3.24061e-05
2.18 -9.49741e-06 3.08326e-05 -2.61853e-06 3.23683e-05
2.181 -9.44036e-06 3.08079e-05 -2.61315e-06 3.23276e-05
2.182 -9.3921e-06 3.07873e-05 -2.60867e-06 3.22935e-05
2.183 -9.33503e-06 3.0763e-05 -2.60338e-06 3.22534e-05
2.184 -9.29008e-06 3.07432e-05 -2.59915e-06 3.22212e-05
2.185 -9.24169e-06 3.07226e-05 -2.59489e-06 3.21873e-05
2.186 -9.189e-06 3.06997e-05 -2.59013e-06 3.21499e-05
2.187 -9.13842e-06 3.06784e-05 -2.58549e-06 3.21148e-05
2.188 -9.09662e-06 3.06602e-05 -2.58164e-06 3.20853e-05
2.189 -9.05517e-06 3.06426e-05 -2.57786e-06 3.20564e-05
2.19 -9.01027e-06 3.0623e-05 -2.57367e-06 3.20246e-05
2.191 -8.96825e-06 3.06051e-05 -2.5699e-06 3.19954e-05
2.192 -8.9278e-06 3.05881e-05 -2.5664e-06 3.19675e-05
2.193 -8.88641e-06 3.05697e-05 -2.56282e-06 3.19381e-05
2.194 -8.84836e-06 3.05534e-05 -2.55955e-06 3.19117e-05
2.195 -8.80695e-06 3.05361e-05 -2.55594e-06 3.18834e-05
2.196 -8.77091e-06 3.052e-05 -2.55257e-06 3.18577e-05
2.197 -8.73769e-06 3.05054e-05 -2.54947e-06 3.18343e-05
2.198 -8.70628e-06 3.0492e-05 -2.54649e-06 3.18127e-05
2.199 -8.67419e-06 3.04777e-05 -2.54343e-06 3.17899e-05
2.2 -8.63466e-06 3.04608e-05 -2.53991e-06 3.17627e-05
2.201 -8.6113e-06 3.04506e-05 -2.53787e-06 3.17464e-05
2.202 -8.58438e-06 3.04387e-05 -2.53548e-06 3.17275e-05
2.203 -8.55358e-06 3.04256e-05 -2.53266e-06 3.17064e-05
2.204 -8.53032e-06 3.04154e-05 -2.53059e-06 3.16901e-05
2.205 -8.50097e-06 3.04027e-05 -2.52788e-06 3.16699e-05
2.206 -8.48658e-06 3.03962e-05 -2.52652e-06 3.16597e-05
2.207 -8.4597e-06 3.03845e-05 -2.52418e-06 3.16411e-05
2.208 -8.43941e-06 3.03759e-05 -2.5223e-06 3.16272e-05
2.209 -8.42475e-06 3.03695e-05 -2.52102e-06 3.16171e-05
2.21 -8.40413e-06 3.03606e-05 -2.5191e-06 3.16029e-05
2.211 -8.39048e-06 3.03543e-05 -2.51783e-06 3.15931e-05
2.212 -8.37295e-06 3.03469e-05 -2.5162e-06 3.15812e-05
2.213 -8.36184e-06 3.03419e-05 -2.51507e-06 3.15734e-05
2.214 -8.3484e-06 3.0336e-05 -2.51387e-06 3.1564e-05
2.215 -8.33695e-06 3.03313e-05 -2.51291e-06 3.15564e-05
2.216 -8.32441e-06 3.03255e-05 -2.5118e-06 3.15475e-05
2.217 -8.3134e-06 3.0321e-05 -2.51087e-06 3.15401e-05
2.218 -8.30115e-06 3.03157e-05 -2.50983e-06 3.15317e-05
2.219 -8.29154e-06 3.03116e-05 -2.50893e-06 3.15252e-05
2.22 -8.28131e-06 3.0307e-05 -2.50798e-06 3.1518e-05
2.221 -8.27284e-06 3.03035e-05 -2.50726e-06 3.15124e-05
2.222 -8.2634e-06 3.02993e-05 -2.50639e-06 3.15058e-05
2.223 -8.25608e-06 3.02964e-05 -2.50574e-06 3.1501e-05
2.224 -8.24814e-06 3.0293e-05 -2.50497e-06 3.14956e-05
2.225 -8.24191e-06 3.02905e-05 -2.50433e-06 3.14915e-05
2.226 -8.23518e-06 3.02877e-05 -2.50368e-06 3.1487e-05
2.227 -8.22993e-06 3.02855e-05 -2.50311e-06 3.14835e-05
2.228 -8.22397e-06 3.02831e-05 -2.5025e-06 3.14795e-05
2.229 -8.21944e-06 3.02813e-05 -2.50199e-06 3.14766e-05
2.23 -8.21417e-06 3.02791e-05 -2.50145e-06 3.1473e-05
2.231 -8.21022e-06 3.02775e-05 -2.501e-06 3.14705e-05
2.232 -8.20546e-06 3.02756e-05 -2.5005e-06 3.14673e-05
2.233 -8.20156e-06 3.02742e-05 -2.50008e-06 3.14649e-05
2.234 -8.19701e-06 3.02722e-05 -2.4996e-06 3.14618e-05
2.235 -8.19342e-06 3.02708e-05 -2.49923e-06 3.14595e-05
2.236 -8.18902e-06 3.0269e-05 -2.49874e-06 3.14566e-05
2.237 -8.18551e-06 3.02677e-05 -2.49836e-06 3.14544e-05
2.238 -8.18103e-06 3.02659e-05 -2.49788e-06 3.14515e-05
2.239 -8.17746e-06 3.02647e-05 -2.4975e-06 3.14493e-05
2.24 -8.17294e-06 3.02628e-05 -2.49704e-06 3.14462e-05
2.241 -8.1692e-06 3.02613e-05 -2.49665e-06 3.14439e-05
2.242 -8.16457e-06 3.02594e-05 -2.49616e-06 3.14408e-05
2.243 -8.16077e-06 3.0258e-05 -2.49579e-06 3.14384e-05
2.244 -8.15585e-06 3.0256e-05 -2.49528e-06 3.14351e-05
2.245 -8.15157e-06 3.02545e-05 -2.49486e-06 3.14326e-05
2.246 -8.1463e-06 3.02523e-05 -2.49435e-06 3.1429e-05
2.247 -8.14202e-06 3.02506e-05 -2.49391e-06 3.14263e-05
2.248 -8.13637e-06 3.02483e-05 -2.49337e-06 3.14225e-05
2.249 -8.13159e-06 3.02464e-05 -2.49288e-06 3.14195e-05
2.25 -8.12563e-06 3.0244e-05 -2.49233e-06 3.14155e-05
2.251 -8.12097e-06 3.02419e-05 -2.49179e-06 3.14123e-05
2.252 -8.11457e-06 3.02393e-05 -2.49126e-06 3.14081e-05
2.253 -8.10952e-06 3.02371e-05 -2.49071e-06 3.14046e-05
2.254 -8.10265e-06 3.02342e-05 -2.49011e-06 3.14e-05
2.255 -8.09717e-06 3.02318e-05 -2.48952e-06 3.13963e-05
2.256 -8.08989e-06 3.02287e-05 -2.48891e-06 3.13914e-05
2.257 -8.08401e-06 3.02262e-05 -2.4883e-06 3.13874e-05
2.258 -8.07625e-06 3.02228e-05 -2.48762e-06 3.13821e-05
2.259 -8.06992e-06 3.02201e-05 -2.48697e-06 3.13777e-05
2.26 -8.06169e-06 3.02165e-05 -2.48625e-06 3.13721e-05
2.261 -8.055e-06 3.02136e-05 -2.48557e-06 3.13675e-05
2.262 -8.04628e-06 3.02098e-05 -2.48481e-06 3.13615e-05
2.263 -8.03905e-06 3.02066e-05 -2.48409e-06 3.13566e-05
2.264 -8.02983e-06 3.02025e-05 -2.48328e-06 3.13502e-05
2.265 -8.02155e-06 3.01992e-05 -2.48253e-06 3.13448e-05
2.266 -8.01251e-06 3.0195e-05 -2.48169e-06 3.13385e-05
2.267 -8.00443e-06 3.01916e-05 -2.48094e-06 3.1333e-05
2.268 -7.99388e-06 3.0187e-05 -2.48011e-06 3.13258e-05
2.269 -7.98535e-06 3.01832e-05 -2.47928e-06 3.13199e-05
2.27 -7.97451e-06 3.01783e-05 -2.47836e-06 3.13124e-05
2.271 -7.96479e-06 3.01743e-05 -2.47749e-06 3.1306e-05
2.272 -7.9542e-06 3.01694e-05 -2.47654e-06 3.12985e-05
2.273 -7.94385e-06 3.01653e-05 -2.47568e-06 3.12918e-05
2.274 -7.93194e-06 3.016e-05 -2.4747e-06 3.12836e-05
2.275 -7.9223e-06 3.01554e-05 -2.47378e-06 3.12767e-05
2.276 -7.90975e-06 3.01499e-05 -2.4728e-06 3.12681e-05
2.277 -7.89958e-06 3.01452e-05 -2.47182e-06 3.12609e-05
2.278 -7.88705e-06 3.01394e-05 -2.47079e-06 3.12521e-05
2.279 -7.86877e-06 3.01315e-05 -2.46917e-06 3.12398e-05
2.28 -7.85621e-06 3.01257e-05 -2.46806e-06 3.12309e-05
2.281 -7.83769e-06 3.01178e-05 -2.46636e-06 3.12185e-05
2.282 -7.82471e-06 3.01121e-05 -2.46531e-06 3.12096e-05
2.283 -7.80655e-06 3.0104e-05 -2.46355e-06 3.11971e-05
2.284 -7.79354e-06 3.00981e-05 -2.46252e-06 3.11881e-05
2.285 -7.77549e-06 3.00902e-05 -2.46091e-06 3.11758e-05
2.286 -7.76297e-06 3.00844e-05 -2.45978e-06 3.1167e-05
2.287 -7.74373e-06 3.00764e-05 -2.45813e-06 3.11544e-05
2.288 -7.73112e-06 3.00705e-05 -2.45706e-06 3.11455e-05
2.289 -7.70721e-06 3.006e-05 -2.45501e-06 3.11293e-05
2.29 -7.69621e-06 3.00552e-05 -2.45402e-06 3.11218e-05
2.291 -7.67631e-06 3.00458e-05 -2.4523e-06 3.11077e-05
2.292 -7.65744e-06 3.00378e-05 -2.45058e-06 3.10952e-05
2.293 -7.63706e-06 3.00287e-05 -2.44882e-06 3.10813e-05
2.294 -7.6267e-06 3.00239e-05 -2.4478e-06 3.1074e-05
2.295 -7.60511e-06 3.00143e-05 -2.44597e-06 3.10593e-05
2.296 -7.58674e-06 3.00059e-05 -2.44424e-06 3.10466e-05
2.297 -7.56585e-06 2.99965e-05 -2.44247e-06 3.10323e-05
2.298 -7.54789e-06 2.99884e-05 -2.44086e-06 3.10199e-05
2.299 -7.52753e-06 2.99791e-05 -2.43902e-06 3.10058e-05
2.3 -7.50952e-06 2.99711e-05 -2.43734e-06 3.09936e-05
2.301 -7.48914e-06 2.99617e-05 -2.43551e-06 3.09794e-05
2.302 -7.4711e-06 2.99541e-05 -2.43393e-06 3.09676e-05
2.303 -7.45107e-06 2.9945e-05 -2.43214e-06 3.09537e-05
2.304 -7.43173e-06 2.99366e-05 -2.43051e-06 3.09408e-05
2.305 -7.41156e-06 2.99273e-05 -2.42867e-06 3.09269e-05
2.306 -7.39238e-06 2.99189e-05 -2.42704e-06 3.0914e-05
2.307 -7.37159e-06 2.99094e-05 -2.4253e-06 3.08997e-05
2.308 -7.35266e-06 2.99007e-05 -2.42355e-06 3.08867e-05
2.309 -7.32401e-06 2.98879e-05 -2.42105e-06 3.08673e-05
2.31 -7.30608e-06 2.988e-05 -2.4194e-06 3.08553e-05
2.311 -7.28327e-06 2.98693e-05 -2.41735e-06 3.08393e-05
2.312 -7.26278e-06 2.98602e-05 -2.4156e-06 3.08255e-05
2.313 -7.24434e-06 2.98517e-05 -2.41389e-06 3.08129e-05
2.314 -7.22376e-06 2.98423e-05 -2.41202e-06 3.07987e-05
2.315 -7.19734e-06 2.98301e-05 -2.40975e-06 3.07805e-05
2.316 -7.17661e-06 2.98209e-05 -2.40789e-06 3.07666e-05
2.317 -7.15293e-06 2.981e-05 -2.40569e-06 3.07504e-05
2.318 -7.12897e-06 2.97995e-05 -2.40363e-06 3.07345e-05
2.319 -7.10965e-06 2.97907e-05 -2.40189e-06 3.07214e-05
2.32 -7.08129e-06 2.97778e-05 -2.39924e-06 3.07021e-05
2.321 -7.06296e-06 2.97695e-05 -2.39754e-06 3.06897e-05
2.322 -7.03585e-06 2.97567e-05 -2.39513e-06 3.06709e-05
2.323 -7.0167e-06 2.97483e-05 -2.39351e-06 3.06582e-05
2.324 -6.98926e-06 2.97354e-05 -2.39106e-06 3.06392e-05
2.325 -6.96997e-06 2.97271e-05 -2.38942e-06 3.06266e-05
2.326 -6.9417e-06 2.97138e-05 -2.38701e-06 3.06071e-05
2.327 -6.91833e-06 2.97029e-05 -2.38498e-06 3.0591e-05
2.328 -6.89229e-06 2.9691e-05 -2.38257e-06 3.05735e-05
2.329 -6.87151e-06 2.96813e-05 -2.38063e-06 3.05592e-05
2.33 -6.84408e-06 2.96694e-05 -2.37812e-06 3.05413e-05
2.331 -6.82008e-06 2.96582e-05 -2.37595e-06 3.05249e-05
2.332 -6.7907e-06 2.96443e-05 -2.37312e-06 3.05046e-05
2.333 -6.76726e-06 2.96336e-05 -2.37102e-06 3.04888e-05
2.334 -6.74684e-06 2.96242e-05 -2.36909e-06 3.0475e-05
2.335 -6.71905e-06 2.9612e-05 -2.36667e-06 3.04568e-05
2.336 -6.69221e-06 2.9599e-05 -2.36418e-06 3.04381e-05
2.337 -6.6665e-06 2.95871e-05 -2.36191e-06 3.04207e-05
2.338 -6.64256e-06 2.95764e-05 -2.35971e-06 3.04049e-05
2.339 -6.61557e-06 2.95637e-05 -2.35727e-06 3.03864e-05
2.34 -6.58938e-06 2.95519e-05 -2.35508e-06 3.03691e-05
2.341 -6.56237e-06 2.95392e-05 -2.35273e-06 3.03507e-05
2.342 -6.53669e-06 2.95274e-05 -2.35053e-06 3.03335e-05
2.343 -6.50851e-06 2.95145e-05 -2.34799e-06 3.03147e-05
2.344 -6.48203e-06 2.95028e-05 -2.34574e-06 3.02974e-05
2.345 -6.45539e-06 2.94901e-05 -2.34321e-06 3.02792e-05
2.346 -6.4323e-06 2.94794e-05 -2.34116e-06 3.02637e-05
2.347 -6.40491e-06 2.94673e-05 -2.33875e-06 3.02459e-05
2.348 -6.37437e-06 2.94534e-05 -2.33595e-06 3.02257e-05
2.349 -6.34663e-06 2.94404e-05 -2.33356e-06 3.0207e-05
2.35 -6.32009e-06 2.94284e-05 -2.33128e-06 3.01896e-05
2.351 -6.29249e-06 2.94152e-05 -2.32874e-06 3.01707e-05
2.352 -6.26576e-06 2.9403e-05 -2.32631e-06 3.01531e-05
2.353 -6.23537e-06 2.9389e-05 -2.32347e-06 3.01329e-05
2.354 -6.20805e-06 2.93761e-05 -2.32104e-06 3.01144e-05
2.355 -6.18174e-06 2.9364e-05 -2.31877e-06 3.00971e-05
2.356 -6.15473e-06 2.93508e-05 -2.31627e-06 3.00785e-05
2.357 -6.12783e-06 2.93386e-05 -2.31391e-06 3.00609e-05
2.358 -6.0968e-06 2.93242e-05 -2.31104e-06 3.00403e-05
2.359 -6.06883e-06 2.93111e-05 -2.30845e-06 3.00217e-05
2.36 -6.04276e-06 2.92991e-05 -2.30604e-06 3.00045e-05
2.361 -6.01264e-06 2.92844e-05 -2.30326e-06 2.99839e-05
2.362 -5.98481e-06 2.92713e-05 -2.30074e-06 2.99654e-05
2.363 -5.95813e-06 2.92589e-05 -2.29852e-06 2.99478e-05
2.364 -5.92787e-06 2.92446e-05 -2.29573e-06 2.99275e-05
2.365 -5.89319e-06 2.92285e-05 -2.29266e-06 2.99047e-05
2.366 -5.86883e-06 2.92168e-05 -2.29045e-06 2.98883e-05
2.367 -5.84081e-06 2.92036e-05 -2.28797e-06 2.98698e-05
2.368 -5.81532e-06 2.91917e-05 -2.28575e-06 2.98529e-05
2.369 -5.77933e-06 2.91749e-05 -2.28266e-06 2.98293e-05
2.37 -5.74962e-06 2.91607e-05 -2.27995e-06 2.98094e-05
2.371 -5.72306e-06 2.91488e-05 -2.27769e-06 2.97925e-05
