# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.0933643140e-11
2                 	3.6180347963e-11
3                 	4.7184756338e-11
4                 	5.5074059827e-11
5                 	6.0708110019e-11
6                 	6.4729405590e-11
7                 	6.7608961758e-11
8                 	6.9686052933e-11
9                 	7.1201171658e-11
10                	7.2322396346e-11
11                	7.3165837072e-11
12                	7.3811048904e-11
13                	7.4312350194e-11
14                	7.4706930022e-11
15                	7.5020517551e-11
16                	7.5271255102e-11
17                	7.5472283617e-11
18                	7.5633430716e-11
19                	7.5762290473e-11
20                	7.5864902459e-11
21                	7.5946175669e-11
22                	7.6010154742e-11
23                	7.6060192673e-11
24                	7.6099069209e-11
25                	7.6129078985e-11
26                	7.6152102601e-11
27                	7.6169667330e-11
28                	7.6183001140e-11
29                	7.6193081059e-11
30                	7.6200676289e-11
31                	7.6206386314e-11
32                	7.6210673848e-11
33                	7.6213892816e-11
34                	7.6216311756e-11
35                	7.6218131271e-11
36                	7.6219507736e-11
37                	7.6220549239e-11
38                	7.6221341184e-11
39                	7.6221945728e-11
40                	7.6222409162e-11
41                	7.6222676049e-11
42                	7.6222912464e-11
43                	7.6223248322e-11
44                	7.6223287946e-11
45                	7.6223401297e-11
46                	7.6223488199e-11
47                	7.6223554824e-11
48                	7.6223605904e-11
49                	7.6223645065e-11
50                	7.6223675088e-11
51                	7.6223698106e-11
52                	7.6223715753e-11
53                	7.6223729282e-11
54                	7.6223739655e-11
55                	7.6223747607e-11
56                	7.6223753704e-11
57                	7.6223758378e-11
58                	7.6223761961e-11
59                	7.6223764709e-11
60                	7.6223766815e-11
61                	7.6223768430e-11
62                	7.6223769668e-11
63                	7.6223770617e-11
64                	7.6223771345e-11
65                	7.6223771903e-11
66                	7.6223772330e-11
67                	7.6223772658e-11
68                	7.6223772910e-11
69                	7.6223773102e-11
70                	7.6223773250e-11
71                	7.6223773363e-11
72                	7.6223773450e-11
73                	7.6223773517e-11
74                	7.6223773568e-11
75                	7.6223773607e-11
76                	7.6223773637e-11
77                	7.6223773660e-11
78                	7.6223773678e-11
79                	7.6223773691e-11
80                	7.6223773702e-11
81                	7.6223773710e-11
82                	7.6223773716e-11
83                	7.6223773720e-11
84                	7.6223773724e-11
85                	7.6223773727e-11
86                	7.6223773729e-11
87                	7.6223773730e-11
88                	7.6223773732e-11
