# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.1017706916e-11
2                 	1.9042288402e-11
3                 	2.4834082284e-11
4                 	2.8986347278e-11
5                 	3.1951636853e-11
6                 	3.4068108206e-11
7                 	3.5583664084e-11
8                 	3.6676869965e-11
9                 	3.7474300873e-11
10                	3.8064419130e-11
11                	3.8508335301e-11
12                	3.8847920476e-11
13                	3.9111763260e-11
14                	3.9319436854e-11
15                	3.9484482922e-11
16                	3.9616450054e-11
17                	3.9722254535e-11
18                	3.9807068798e-11
19                	3.9874889723e-11
20                	3.9928896031e-11
21                	3.9971671405e-11
22                	4.0005344601e-11
23                	4.0031680354e-11
24                	4.0052141689e-11
25                	4.0067936308e-11
26                	4.0080054001e-11
27                	4.0089298595e-11
28                	4.0096316389e-11
29                	4.0101621610e-11
30                	4.0105619100e-11
31                	4.0108624376e-11
32                	4.0110880973e-11
33                	4.0112575166e-11
34                	4.0113848293e-11
35                	4.0114805932e-11
36                	4.0115530388e-11
37                	4.0116078547e-11
38                	4.0116495360e-11
39                	4.0116813541e-11
40                	4.0117057454e-11
41                	4.0117197921e-11
42                	4.0117322350e-11
43                	4.0117499117e-11
44                	4.0117519972e-11
45                	4.0117579630e-11
46                	4.0117625368e-11
47                	4.0117660434e-11
48                	4.0117687318e-11
49                	4.0117707929e-11
50                	4.0117723731e-11
51                	4.0117735845e-11
52                	4.0117745133e-11
53                	4.0117752254e-11
54                	4.0117757713e-11
55                	4.0117761899e-11
56                	4.0117765107e-11
57                	4.0117767567e-11
58                	4.0117769453e-11
59                	4.0117770899e-11
60                	4.0117772008e-11
61                	4.0117772858e-11
62                	4.0117773510e-11
63                	4.0117774009e-11
64                	4.0117774392e-11
65                	4.0117774686e-11
66                	4.0117774911e-11
67                	4.0117775083e-11
68                	4.0117775216e-11
69                	4.0117775317e-11
70                	4.0117775395e-11
71                	4.0117775455e-11
72                	4.0117775500e-11
73                	4.0117775535e-11
74                	4.0117775562e-11
75                	4.0117775583e-11
76                	4.0117775599e-11
77                	4.0117775611e-11
78                	4.0117775620e-11
79                	4.0117775627e-11
80                	4.0117775633e-11
81                	4.0117775637e-11
82                	4.0117775640e-11
83                	4.0117775642e-11
84                	4.0117775644e-11
85                	4.0117775646e-11
86                	4.0117775647e-11
87                	4.0117775648e-11
88                	4.0117775648e-11
