# Region type :   patch outlet_peri
# Faces           : 1728
# Area            : 9.7947707907e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.0395269236e-12
2                 	8.0628187081e-12
3                 	1.3859661454e-11
4                 	2.4806078433e-11
5                 	2.1004589184e-11
6                 	2.0370919454e-11
7                 	2.0331856357e-11
8                 	2.1040504863e-11
9                 	2.1901904131e-11
10                	2.2517828244e-11
11                	2.2395748377e-11
12                	2.1959039702e-11
13                	2.1450704497e-11
14                	2.0912530035e-11
15                	2.0380864216e-11
16                	1.9840244168e-11
17                	1.9388851477e-11
18                	1.8800150640e-11
19                	1.8138529592e-11
20                	1.7483497738e-11
21                	1.6864720545e-11
22                	1.6272760915e-11
23                	1.5696691098e-11
24                	1.5129690025e-11
25                	1.4582602102e-11
26                	1.4072361087e-11
27                	1.3604027047e-11
28                	1.3184428260e-11
29                	1.2789291010e-11
30                	1.2480875465e-11
31                	1.2230611562e-11
32                	1.1991555617e-11
33                	1.1770550535e-11
34                	1.1565519753e-11
35                	1.1364031866e-11
36                	1.1147677091e-11
37                	1.0929874630e-11
38                	1.0729968674e-11
39                	1.0552952141e-11
40                	1.0384868169e-11
41                	1.0221730013e-11
42                	1.0058056139e-11
43                	9.9105911427e-12
44                	9.7558213892e-12
45                	9.5876460942e-12
46                	9.4547561100e-12
47                	9.3298735070e-12
48                	9.2080633856e-12
49                	9.1061811833e-12
50                	8.9945272053e-12
51                	8.8801444977e-12
52                	8.7714292226e-12
53                	8.6755234885e-12
54                	8.5756529330e-12
55                	8.4646882235e-12
56                	8.3470230788e-12
57                	8.2151334430e-12
58                	8.0784033235e-12
59                	7.9606602534e-12
60                	7.8376226589e-12
61                	7.7361204019e-12
62                	7.6344470117e-12
63                	7.5248169613e-12
64                	7.4460671913e-12
65                	7.3481184130e-12
66                	7.2289010784e-12
67                	7.1456490596e-12
68                	7.0562213231e-12
69                	6.9468939153e-12
70                	6.8600967453e-12
71                	6.7566900795e-12
72                	6.6903793423e-12
73                	6.6294587359e-12
74                	6.5823372805e-12
75                	6.5417756926e-12
76                	6.4488326923e-12
77                	6.3411137384e-12
78                	6.2340071544e-12
79                	6.1243749626e-12
80                	6.0440893128e-12
81                	5.9631540500e-12
82                	5.8827368521e-12
83                	5.8108433584e-12
84                	5.7282277997e-12
85                	5.6625708809e-12
86                	5.5939198411e-12
