# Time dispX dispY dispZ forceX forceY forceZ
1 0 0 0 -nan -nan -nan
2 0 0 0 nan nan nan
3 0 0 0 nan nan nan
4 0 0 0 nan nan nan
5 0 0 0 nan nan nan
6 0 0 0 nan nan nan
7 0 0 0 nan nan nan
8 0 0 0 nan nan nan
9 0 0 0 nan nan nan
10 0 0 0 nan nan nan
