  Time  Coordinate0  Coordinate1  Coordinate2  Displacements0  Displacements1  Displacements2  Forces0  Forces1  Forces2
 0.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
 1.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.94553352e-07  -1.15038528e-16   1.09403900e-06  -5.46050896e-05   8.49589399e-17   4.46130704e-08
 2.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.70130067e-07   4.43388409e-17   1.25595458e-06  -1.09164490e-04  -3.66140791e-16   1.67297757e-07
 3.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.44455297e-07  -1.36083827e-15   1.41695661e-06  -1.63667431e-04   1.98788849e-15   3.68287644e-07
 4.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.17617921e-07   4.11077944e-15   1.57695390e-06  -2.18115430e-04   1.21681977e-14   6.47597051e-07
 5.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.89615855e-07  -3.37778588e-14   1.73594724e-06  -2.72508438e-04  -1.16734138e-14   1.00540358e-06
 6.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.60446605e-07   8.60052702e-14   1.89393714e-06  -3.26846551e-04   1.85046828e-13   1.44185062e-06
 7.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.30107727e-07  -4.10407626e-13   2.05092392e-06  -3.81129865e-04  -5.45795000e-13   1.95708508e-06
 8.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -9.85968968e-08   1.13345314e-12   2.20690824e-06  -4.35358463e-04   2.68714052e-12   2.55126282e-06
 9.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -6.59117662e-08  -4.06393233e-12   2.36189059e-06  -4.89532443e-04  -8.65565305e-12   3.22454327e-06
 1.00000000e+01   1.55000000e-03   0.00000000e+00   3.00000000e-02  -3.20500104e-08   1.39486220e-11   2.51587135e-06  -5.43651875e-04   3.19234984e-11   3.97709252e-06
