  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Fluid-Mesh:Force)
   152       4   6.04914692e-07   1.34666082e-05
   153       1   1.81878164e+00   1.28146007e+00
   153       2   1.66557267e-03   3.09520476e+00
   153       3   1.40559610e-05   3.91229001e-03
   153       4   1.37713444e-07   1.95892480e-05
   154       1   1.77285887e+00   1.26093858e+00
   154       2   1.74530681e-03   3.19886163e+00
   154       3   1.55261268e-05   4.08851004e-03
   154       4   6.55462224e-08   2.24991592e-05
   155       1   1.74549574e+00   1.24423205e+00
   155       2   1.79523780e-03   3.26402949e+00
   155       3   1.55136827e-05   4.17512458e-03
   155       4   3.28410334e-09   2.20761024e-05
   156       1   1.73454313e+00   1.23069622e+00
   156       2   1.78716259e-03   3.28681778e+00
   156       3   1.42072019e-05   4.14047823e-03
   156       4   1.71889157e-08   1.94041486e-05
   157       1   1.73988637e+00   1.21989138e+00
   157       2   1.73943312e-03   3.26374979e+00
   157       3   1.02762752e-05   4.00325767e-03
   157       4   3.86544669e-07   1.51685373e-05
   158       1   1.76345689e+00   1.21149427e+00
   158       2   1.63298933e-03   3.19239113e+00
   158       3   1.73466032e-05   3.76924768e-03
   158       4   2.11684686e-07   2.40275173e-05
   159       1   1.81011336e+00   1.20526695e+00
   159       2   1.50990283e-03   3.07112093e+00
   159       3   9.29990688e-06   3.43496871e-03
   159       4   9.90039817e-08   1.25310056e-05
   160       1   1.88959125e+00   1.20095695e+00
   160       2   1.32070425e-03   2.90011042e+00
   160       3   8.34041292e-06   3.02064352e-03
   160       4   1.35206938e-07   1.15678792e-05
   161       1   2.02188493e+00   1.19815267e+00
   161       2   1.13064548e-03   2.68075498e+00
   161       3   7.27450363e-06   2.55255081e-03
   161       4   7.74283932e-08   1.03082475e-05
   162       1   2.25251916e+00   1.19590547e+00
   162       2   9.38374888e-04   2.41633679e+00
   162       3   7.04727881e-06   2.11195995e-03
   162       4   2.50661593e-07   9.41340014e-06
   163       1   2.70879624e+00   1.19174109e+00
   163       2   7.31306417e-04   2.11133150e+00
   163       3   2.16876038e-06   1.62518350e-03
   163       4   3.70901007e-08   3.55696428e-06
   164       1   3.92196048e+00   1.17876270e+00
   164       2   5.19121481e-04   1.77182022e+00
   164       3   2.89271631e-06   1.14817033e-03
   164       4   1.97476820e-07   4.26728753e-06
   165       1   1.41233040e+01   1.13718804e+00
   165       2   3.50219361e-04   1.40471490e+00
   165       3   1.54034011e-06   7.72520615e-04
   166       1   3.56821313e+00   1.01311862e+00
   166       2   4.83459452e-05   1.01742361e+00
   166       3   2.51597222e-07   1.81916453e-04
   167       1   9.18067151e-01   7.09188426e-01
   167       2   1.09201310e-04   6.19057830e-01
   167       3   4.40428271e-07   1.14417178e-04
   168       1   2.03721947e-01   2.40702263e-01
   168       2   1.76445359e-04   2.18248440e-01
   168       3   3.66775484e-07   2.39253881e-04
   169       1   1.21793011e-01   1.64052759e-01
   169       2   8.79953256e-05   1.77342601e-01
   169       3   7.32851736e-06   1.22024552e-04
   170       1   3.06755715e-01   4.17672882e-01
   170       2   4.51259877e-04   5.67107527e-01
   170       3   1.44530270e-06   5.82417193e-04
   171       1   4.23253117e-01   5.66489867e-01
   171       2   1.22686606e-04   9.39157898e-01
   171       3   6.43828958e-07   1.80424678e-04
   172       1   5.00960483e-01   6.53627110e-01
   172       2   4.62778954e-04   1.28529272e+00
   172       3   4.69758167e-06   6.89129068e-04
   173       1   5.55068702e-01   7.07547376e-01
   173       2   2.13852258e-04   1.60105365e+00
   173       3   6.81349495e-06   5.69085187e-04
   174       1   5.93686350e-01   7.42173198e-01
   174       2   4.80109502e-04   1.87946402e+00
   174       3   6.51295789e-07   1.02310535e-03
   174       4   2.84618553e-07   1.01181486e-06
   175       1   6.21576359e-01   7.64816379e-01
   175       2   5.86253817e-04   2.11925283e+00
   175       3   3.47048681e-06   1.28787144e-03
   175       4   7.32624064e-08   4.20692347e-06
   176       1   6.41441727e-01   7.79297489e-01
   176       2   7.16187684e-04   2.31589555e+00
   176       3   5.55734521e-06   1.58166720e-03
   176       4   4.84510468e-08   7.17128814e-06
   177       1   6.55237914e-01   7.88043994e-01
   177       2   8.35836201e-04   2.46882539e+00
   177       3   6.13177709e-06   1.88010500e-03
   177       4   3.20213975e-08   8.55081522e-06
   178       1   6.64205544e-01   7.92505459e-01
   178       2   9.40939802e-04   2.57795168e+00
   178       3   9.20781797e-06   2.14256740e-03
   178       4   4.25966081e-09   1.18160069e-05
   179       1   6.69182044e-01   7.93597869e-01
   179       2   1.01847159e-03   2.64439905e+00
   179       3   7.68274121e-06   2.34176997e-03
   179       4   1.92191177e-08   1.05113724e-05
   180       1   6.70728342e-01   7.91891084e-01
   180       2   1.07120392e-03   2.67022115e+00
   180       3   7.26098169e-06   2.48198387e-03
   180       4   3.77183701e-08   9.89087286e-06
   181       1   6.69206733e-01   7.87721446e-01
   181       2   1.09552831e-03   2.65821262e+00
   181       3   6.99970669e-06   2.55492899e-03
   181       4   1.78584139e-08   9.96276732e-06
   182       1   6.64833371e-01   7.81259652e-01
   182       2   1.09400966e-03   2.61168076e+00
   182       3   7.13273242e-06   2.56289885e-03
   182       4   8.45657084e-09   9.94863806e-06
   183       1   6.57702210e-01   7.72548020e-01
   183       2   1.05888973e-03   2.53423527e+00
   183       3   1.60768390e-05   2.49268160e-03
   183       4   5.26826243e-07   2.23600317e-05
   184       1   6.47807743e-01   7.61523543e-01
   184       2   1.00103292e-03   2.42957205e+00
   184       3   2.99291588e-06   2.38922188e-03
   184       4   1.27876579e-07   3.65715794e-06
   185       1   6.35021152e-01   7.47987279e-01
   185       2   9.23095885e-04   2.30114308e+00
   185       3   6.14734207e-06   2.20842335e-03
   185       4   1.17042529e-07   8.42172651e-06
   186       1   6.19149659e-01   7.31673619e-01
   186       2   8.40610768e-04   2.15257864e+00
   186       3   4.50186932e-06   2.01157994e-03
   186       4   1.45960374e-08   6.60367474e-06
   187       1   5.99848625e-01   7.12124734e-01
   187       2   7.32360648e-04   1.98705837e+00
   187       3   3.84736454e-06   1.77237354e-03
   187       4   5.11524621e-08   4.76213604e-06
   188       1   5.76652975e-01   6.88728954e-01
   188       2   6.23847899e-04   1.80750042e+00
   188       3   4.24969863e-06   1.51417407e-03
   188       4   2.97921936e-08   6.24384378e-06
   189       1   5.48913981e-01   6.60620319e-01
   189       2   5.15815806e-04   1.61653843e+00
   189       3   2.62296269e-06   1.26057789e-03
   189       4   2.64289390e-08   4.35951120e-06
   190       1   5.15762590e-01   6.26597285e-01
   190       2   4.16393013e-04   1.41660077e+00
   190       3   1.72147604e-06   1.00748590e-03
   190       4   5.72182135e-08   2.93353680e-06
   191       1   4.76024656e-01   5.84981193e-01
   191       2   3.08839868e-04   1.20994157e+00
   191       3   7.13310957e-06   7.47213054e-04
   192       1   4.28284573e-01   5.33573067e-01
   192       2   1.97338895e-04   9.99251952e-01
   192       3   1.13969152e-05   4.73010229e-04
   193       1   3.70124069e-01   4.68657084e-01
   193       2   1.36762147e-04   7.85095855e-01
   193       3   1.94813867e-07   2.90570391e-04
   194       1   2.97860271e-01   3.84389173e-01
   194       2   2.21113798e-05   5.67949066e-01
   194       3   4.39484245e-06   1.50780661e-04
   195       1   2.07630802e-01   2.73667347e-01
   195       2   1.68585385e-04   3.51808181e-01
   195       3   3.13845032e-07   2.28506181e-04
   196       1   9.29530240e-02   1.25067407e-01
   196       2   4.30872427e-05   1.37855299e-01
   196       3   8.71872302e-06   6.88096397e-05
   197       1   5.61861687e-02   7.71159684e-02
   197       2   2.62974037e-04   7.09308716e-02
   197       3   7.73875340e-06   5.20283163e-04
   198       1   2.63424026e-01   3.59662774e-01
   198       2   9.40813050e-04   2.83043684e-01
   198       3   3.49442337e-06   1.86005813e-03
   198       4   1.29899196e-07   3.75540701e-06
   199       1   5.62955938e-01   7.35482299e-01
   199       2   1.96223480e-04   4.87726368e-01
   199       3   1.67991813e-06   2.63538999e-04
   200       1   1.02551019e+00   1.14612465e+00
   200       2   1.42151918e-04   6.87021471e-01
   200       3   1.23330651e-06   2.94924091e-04
   201       1   1.82249394e+00   1.46724620e+00
   201       2   9.92988318e-05   8.78197031e-01
   201       3   2.92351817e-06   2.37373445e-04
   202       1   3.49973345e+00   1.61965740e+00
   202       2   1.24570164e-04   1.06063832e+00
   202       3   1.46769608e-06   3.71140186e-04
   203       1   9.11691658e+00   1.64590106e+00
   203       2   2.48359331e-04   1.23288352e+00
   203       3   4.33782941e-07   5.99518531e-04
   204       1   4.21793788e+01   1.61588777e+00
   204       2   3.59836289e-04   1.39296478e+00
   204       3   7.12763297e-07   8.15796540e-04
   205       1   9.15196093e+00   1.56989667e+00
   205       2   4.34015522e-04   1.53873244e+00
   205       3   2.16689383e-06   9.86927142e-04
   206       1   5.65955574e+00   1.52392084e+00
   206       2   4.95038393e-04   1.66866576e+00
   206       3   3.25935934e-06   1.14151168e-03
   206       4   1.29778136e-07   4.66244821e-06
   207       1   4.39677051e+00   1.48297758e+00
   207       2   5.36263547e-04   1.78130531e+00
   207       3   4.37368394e-06   1.23248876e-03
   207       4   1.92396568e-07   6.09325305e-06
   208       1   3.77608580e+00   1.44823568e+00
   208       2   6.02417471e-04   1.87421361e+00
   208       3   8.31334550e-07   1.39405403e-03
   208       4   6.56339886e-08   8.61916215e-07
   209       1   3.43259887e+00   1.41931783e+00
   209       2   6.50750557e-04   1.94578030e+00
   209       3   2.66179813e-06   1.51821972e-03
   209       4   8.94281173e-08   3.19672044e-06
   210       1   3.24280981e+00   1.39554998e+00
   210       2   6.78493675e-04   1.99423756e+00
   210       3   3.22634704e-06   1.58641639e-03
   210       4   6.56644327e-08   4.59065915e-06
   211       1   3.15700231e+00   1.37621406e+00
   211       2   6.95539428e-04   2.01806763e+00
   211       3   3.91864012e-06   1.61162332e-03
   211       4   2.05356522e-07   5.83374976e-06
   212       1   3.15810565e+00   1.36065162e+00
   212       2   6.69829847e-04   2.01594021e+00
   212       3   4.16765485e-06   1.53498175e-03
   212       4   6.01472191e-07   4.05826020e-06
   213       1   3.24978826e+00   1.34822837e+00
   213       2   6.49120021e-04   1.98703864e+00
   213       3   2.19750921e-06   1.51394448e-03
   213       4   1.71768586e-07   2.59250657e-06
   214       1   3.45943038e+00   1.33822852e+00
   214       2   5.99885911e-04   1.93095663e+00
   214       3   3.35442079e-06   1.39524179e-03
   214       4   9.18754294e-08   3.71732797e-06
   215       1   3.86237110e+00   1.32973461e+00
   215       2   5.57213885e-04   1.84757515e+00
   215       3   4.33175350e-06   1.29647213e-03
   215       4   7.62081506e-08   5.90717391e-06
   216       1   4.66204400e+00   1.32119530e+00
   216       2   4.97080451e-04   1.73764793e+00
   216       3   7.94471838e-07   1.14615848e-03
   216       4   3.56853382e-07   1.66518625e-06
   217       1   6.60577294e+00   1.30979111e+00
   217       2   4.32262468e-04   1.60235654e+00
   217       3   4.17676217e-06   9.94546637e-04
   218       1   1.58067202e+01   1.29000666e+00
   218       2   3.56576307e-04   1.44323740e+00
   218       3   1.26541362e-06   8.14329633e-04
   219       1   1.36792079e+01   1.25121122e+00
   219       2   2.81203945e-04   1.26390516e+00
   219       3   6.07870334e-07   6.31271842e-04
   220       1   3.78587415e+00   1.17377436e+00
   220       2   2.01519912e-04   1.06641638e+00
   220       3   3.83496545e-07   4.46267614e-04
   221       1   1.75104518e+00   1.02873396e+00
   221       2   1.65574936e-04   8.54591495e-01
   221       3   6.05284157e-08   3.24330831e-04
   222       1   8.95536763e-01   7.94087115e-01
   222       2   4.70197036e-05   6.32045795e-01
   222       3   4.49088168e-06   1.59260007e-04
   223       1   4.32579500e-01   4.91921244e-01
   223       2   4.06980610e-05   4.02650192e-01
   223       3   2.04793290e-06   6.10173556e-05
   224       1   1.48633338e-01   1.91388475e-01
   224       2   1.68054936e-04   1.72392731e-01
   224       3   6.12058365e-06   2.18354122e-04
   225       1   3.97350070e-02   5.39056627e-02
   225       2   2.33837023e-04   5.43184669e-02
   225       3   3.73516458e-06   3.25649588e-04
   226       1   1.74834690e-01   2.38592904e-01
   226       2   1.47339601e-03   2.83120584e-01
   226       3   1.66466596e-05   2.10446617e-03
   226       4   8.06546565e-08   2.02267180e-05
   227       1   2.73389925e-01   3.71950112e-01
   227       2   6.26727747e-04   4.97006375e-01
   227       3   1.32170261e-05   8.20819122e-04
   228       1   3.47432661e-01   4.65986068e-01
   228       2   3.21962504e-04   7.03698224e-01
   228       3   2.17074483e-06   4.59191548e-04
   229       1   4.02835461e-01   5.32285083e-01
   229       2   1.04560370e-04   8.91912913e-01
   229       3   1.28667072e-06   2.45564990e-04
   230       1   4.45436806e-01   5.80097898e-01
   230       2   1.41651174e-04   1.06203819e+00
   230       3   2.34354553e-06   3.37098351e-04
   231       1   4.78240521e-01   6.14854223e-01
   231       2   2.12114693e-04   1.21231803e+00
   231       3   3.79278089e-06   4.66832377e-04
   232       1   5.03154519e-01   6.39797080e-01
   232       2   2.60937617e-04   1.34026940e+00
   232       3   5.59126525e-07   5.75688198e-04
   233       1   5.21656293e-01   6.57242505e-01
   233       2   3.20456307e-04   1.44444149e+00
   233       3   9.33318323e-07   7.04114595e-04
   234       1   5.34964353e-01   6.68934620e-01
   234       2   3.51228625e-04   1.52510846e+00
   234       3   1.93172673e-06   7.91427802e-04
   235       1   5.43823964e-01   6.75941714e-01
   235       2   3.88431838e-04   1.58198985e+00
   235       3   1.05044435e-06   8.79494655e-04
   236       1   5.48809724e-01   6.79034668e-01
   236       2   4.16208248e-04   1.61569960e+00
   236       3   1.89620813e-06   9.44524057e-04
   237       1   5.50249596e-01   6.78648995e-01
   237       2   4.32826118e-04   1.62668239e+00
   237       3   1.34002879e-06   9.86334485e-04
   238       1   5.48450767e-01   6.75140019e-01
   238       2   4.29965517e-04   1.61643636e+00
   238       3   2.02639511e-06   9.92170463e-04
   239       1   5.43516416e-01   6.68617295e-01
   239       2   4.23060257e-04   1.58601439e+00
   239       3   1.71016660e-06   9.81443502e-04
   240       1   5.35538281e-01   6.59144902e-01
   240       2   4.05048533e-04   1.53724066e+00
   240       3   1.76750218e-06   9.44709248e-04
   241       1   5.24460615e-01   6.46612703e-01
   241       2   3.76749528e-04   1.47163542e+00
   241       3   3.02196369e-06   8.82254977e-04
   242       1   5.10148728e-01   6.30795673e-01
   242       2   3.51326539e-04   1.39081828e+00
   242       3   5.67207796e-08   8.22662998e-04
   243       1   4.92508583e-01   6.11485740e-01
   243       2   3.08731998e-04   1.29717135e+00
   243       3   1.12891245e-06   7.27514713e-04
   244       1   4.71075035e-01   5.88026914e-01
   244       2   2.65933474e-04   1.19149257e+00
   244       3   7.84131653e-07   6.30022534e-04
   245       1   4.45550290e-01   5.59887565e-01
   245       2   2.20830959e-04   1.07604250e+00
   245       3   7.69985181e-07   5.26347775e-04
   246       1   4.15364349e-01   5.26154137e-01
   246       2   1.73432522e-04   9.52279320e-01
   246       3   6.57193335e-07   4.18727134e-04
   247       1   3.79842792e-01   4.85694087e-01
   247       2   1.28006417e-04   8.21826183e-01
   247       3   7.06799914e-08   3.16327564e-04
   248       1   3.38127999e-01   4.37017561e-01
   248       2   8.14124751e-05   6.86255520e-01
   248       3   1.04956278e-07   2.16550495e-04
   249       1   2.89080569e-01   3.78120881e-01
   249       2   1.60082387e-05   5.46963639e-01
   249       3   1.10954895e-06   1.08612099e-04
   250       1   2.31330045e-01   3.06509286e-01
   250       2   1.59130633e-04   4.05064463e-01
   250       3   1.32086221e-06   2.29602942e-04
   251       1   1.63001782e-01   2.18823872e-01
   251       2   1.85374593e-04   2.62346640e-01
   251       3   5.65436856e-06   2.55400953e-04
   252       1   8.21405626e-02   1.11532456e-01
   252       2   7.53884447e-05   1.21019688e-01
   252       3   3.14991063e-06   9.75217244e-05
   253       1   1.51657206e-02   2.08884341e-02
   253       2   9.70845188e-05   1.99165708e-02
   253       3   4.34453793e-06   1.30026241e-04
   254       1   1.32596259e-01   1.81449820e-01
   254       2   1.71309216e-04   1.58789253e-01
   254       3   2.39486513e-06   2.40542978e-04
   255       1   2.78264197e-01   3.77441845e-01
   255       2   1.51360900e-04   2.95144889e-01
   255       3   4.10538731e-06   2.12885030e-04
   256       1   4.58780697e-01   5.99412770e-01
   256       2   1.59805535e-04   4.27064599e-01
   256       3   6.35609231e-07   2.12401852e-04
   257       1   6.84474855e-01   8.32271212e-01
   257       2   6.00939483e-05   5.52723415e-01
   257       3   3.22579252e-08   1.02777656e-04
   258       1   9.72587176e-01   1.05047909e+00
   258       2   1.20525840e-04   6.71594245e-01
   258       3   7.18402441e-07   2.09480586e-04
   259       1   1.34522183e+00   1.22785912e+00
   259       2   1.22472348e-04   7.82383975e-01
   259       3   1.42286960e-06   2.58379105e-04
   260       1   1.83479022e+00   1.35162025e+00
   260       2   1.09703566e-04   8.83987997e-01
   260       3   2.12263725e-07   2.79770617e-04
   261       1   2.48888212e+00   1.42568760e+00
   261       2   1.45961595e-04   9.75516160e-01
   261       3   3.31714361e-07   3.59034867e-04
   262       1   3.36708436e+00   1.46235485e+00
   262       2   1.71715595e-04   1.05548503e+00
   262       3   5.38974581e-07   4.21047494e-04
   263       1   4.54279695e+00   1.47495548e+00
   263       2   2.12451829e-04   1.12304482e+00
   263       3   3.86127765e-06   5.03609628e-04
   264       1   6.05239017e+00   1.47326708e+00
   264       2   2.34427617e-04   1.17688940e+00
   264       3   4.10575161e-06   5.40007809e-04
   265       1   7.88552838e+00   1.46395543e+00
   265       2   2.53731170e-04   1.21777778e+00
   265       3   2.88569336e-06   5.91526172e-04
   266       1   9.51056164e+00   1.44996557e+00
   266       2   2.61479590e-04   1.24208601e+00
   266       3   7.55047148e-08   6.08643215e-04
   267       1   1.03743532e+01   1.43354180e+00
   267       2   2.70917555e-04   1.25195601e+00
   267       3   1.60173981e-06   6.24301995e-04
   268       1   9.85301711e+00   1.41483123e+00
   268       2   2.66300124e-04   1.24545747e+00
   268       3   8.33774407e-07   6.14183561e-04
   269       1   8.30390366e+00   1.39337642e+00
   269       2   2.57937318e-04   1.22315163e+00
   269       3   4.61092225e-07   5.93021317e-04
   270       1   6.44709577e+00   1.36753881e+00
   270       2   2.41148385e-04   1.18481896e+00
   270       3   8.42504926e-07   5.54456314e-04
   271       1   4.79725585e+00   1.33454975e+00
   271       2   2.24391497e-04   1.13075348e+00
   271       3   5.37874934e-07   5.10284624e-04
   272       1   3.51096370e+00   1.29029813e+00
   272       2   1.99534483e-04   1.06173300e+00
   272       3   3.68981635e-07   4.52196882e-04
   273       1   2.55412418e+00   1.22896685e+00
   273       2   1.54978544e-04   9.78550499e-01
   273       3   1.07397289e-06   3.66607616e-04
   274       1   1.85039173e+00   1.14342336e+00
   274       2   1.40833483e-04   8.82301035e-01
   274       3   6.29845413e-08   3.15398794e-04
   275       1   1.33173316e+00   1.02724353e+00
   275       2   1.15867934e-04   7.74752310e-01
   275       3   9.59631040e-08   2.54507358e-04
   276       1   9.43433047e-01   8.77311638e-01
   276       2   8.00664497e-05   6.57246305e-01
   276       3   2.79784564e-08   1.85455523e-04
   277       1   6.48917966e-01   6.98752687e-01
   277       2   5.95284620e-05   5.31814454e-01
   277       3   4.59212771e-08   1.33315847e-04
   278       1   4.22358472e-01   5.05420615e-01
   278       2   1.98943054e-05   4.00546895e-01
   278       3   7.06768894e-07   6.82503161e-05
   279       1   2.45808227e-01   3.15095845e-01
   279       2   2.39581991e-05   2.65726947e-01
   279       3   1.46088856e-06   5.04746422e-05
   280       1   1.06640679e-01   1.42188991e-01
   280       2   1.50376744e-05   1.29629729e-01
   280       3   1.14475079e-07   2.80969770e-05
   281       1   4.12485583e-03   5.69692839e-03
   281       2   2.39381876e-05   5.40163881e-03
   281       3   1.46042562e-07   4.83705674e-05
   282       1   9.39329525e-02   1.28318944e-01
   282       2   5.95180594e-06   1.39004715e-01
   282       3   1.52012213e-05   4.86711882e-05
   283       1   1.67655157e-01   2.29398829e-01
   283       2   3.80024250e-05   2.69870484e-01
   283       3   1.52905959e-06   5.22624990e-05
   284       1   2.26355818e-01   3.07807645e-01
   284       2   2.14013113e-06   3.91879344e-01
   284       3   5.85285957e-07   1.15132389e-05
   285       1   2.74603326e-01   3.70742127e-01
   285       2   3.84350270e-05   5.06634446e-01
   285       3   8.70606019e-07   9.30401637e-05
   286       1   3.13831585e-01   4.19998914e-01
   286       2   6.52131350e-05   6.11804041e-01
   286       3   1.92567498e-07   1.43185178e-04
   287       1   3.45542159e-01   4.58570869e-01
   287       2   8.02903242e-05   7.06092478e-01
   287       3   9.13776562e-07   1.79029378e-04
   288       1   3.70852847e-01   4.88399696e-01
   288       2   8.97234337e-05   7.88270734e-01
   288       3   1.03661633e-07   2.04122213e-04
   289       1   3.90643267e-01   5.10980535e-01
   289       2   1.09922557e-04   8.57369842e-01
   289       3   6.98932749e-08   2.50677762e-04
   290       1   4.05702907e-01   5.27588410e-01
   290       2   1.33822785e-04   9.13141776e-01
   290       3   1.98029550e-07   2.99202292e-04
   291       1   4.16545261e-01   5.39073411e-01
   291       2   1.40987664e-04   9.55241904e-01
   291       3   6.15459859e-07   3.24703226e-04
   292       1   4.23581625e-01   5.46098709e-01
   292       2   1.53354898e-04   9.83563296e-01
   292       3   2.75530938e-07   3.53513305e-04
   293       1   4.27152446e-01   5.49173916e-01
   293       2   1.60848995e-04   9.98426821e-01
   293       3   4.08042477e-07   3.71973348e-04
   294       1   4.27448184e-01   5.48591333e-01
   294       2   1.64459095e-04   1.00007084e+00
   294       3   4.19657514e-07   3.81329952e-04
   295       1   4.24633974e-01   5.44569215e-01
   295       2   1.64029204e-04   9.89098196e-01
   295       3   4.07626575e-07   3.81240656e-04
   296       1   4.18791083e-01   5.37198986e-01
   296       2   1.60015672e-04   9.66174214e-01
   296       3   3.22436504e-07   3.72335536e-04
   297       1   4.09945327e-01   5.26480681e-01
   297       2   1.51165752e-04   9.32095365e-01
   297       3   8.52413139e-06   3.50499820e-04
   298       1   3.97814546e-01   5.12043621e-01
   298       2   1.51839112e-04   8.86777504e-01
   298       3   6.69111262e-06   3.51127718e-04
   299       1   3.83264781e-01   4.94757762e-01
   299       2   1.33280616e-04   8.34693935e-01
   299       3   1.55448079e-07   3.03755004e-04
   300       1   3.64790576e-01   4.72829610e-01
   300       2   1.11424104e-04   7.71863452e-01
   300       3   2.22879147e-07   2.60604117e-04
   301       1   3.43072154e-01   4.46854284e-01
   301       2   9.14557574e-05   7.02391151e-01
   301       3   1.55270995e-07   2.18022877e-04
   302       1   3.17666410e-01   4.16130691e-01
   302       2   7.65315110e-05   6.26601797e-01
   302       3   2.99807798e-07   1.79376596e-04
   303       1   2.88226911e-01   3.80010597e-01
   303       2   5.71409241e-05   5.45435513e-01
   303       3   7.28015215e-08   1.36822060e-04
   304       1   2.54460939e-01   3.37869245e-01
   304       2   4.10200274e-05   4.60099324e-01
   304       3   2.99983045e-07   9.90772910e-05
   305       1   2.15914785e-01   2.88833421e-01
   305       2   2.54497118e-05   3.71532167e-01
   305       3   7.13561219e-07   6.28112510e-05
   306       1   1.72129512e-01   2.32005457e-01
   306       2   2.88646944e-06   2.80792352e-01
   306       3   4.79600721e-07   2.73513901e-05
   307       1   1.22536568e-01   1.66347008e-01
   307       2   4.13835163e-06   1.88770624e-01
   307       3   8.67116628e-09   1.34701353e-05
   308       1   6.66342561e-02   9.09686596e-02
   308       2   1.57845875e-06   9.66262414e-02
   308       3   6.78095837e-07   2.35423643e-06
   309       1   4.08414400e-03   5.57347827e-03
   309       2   4.33411409e-05   5.57934156e-03
   309       3   1.44403281e-06   4.95511321e-05
   310       1   6.67437381e-02   9.14443259e-02
   310       2   1.00860208e-04   8.46420084e-02
   310       3   4.32847586e-06   1.40009271e-04
   311       1   1.45520706e-01   1.98974884e-01
   311       2   1.22487428e-04   1.72496442e-01
   311       3   1.54521276e-06   1.68758371e-04
   312       1   2.34770076e-01   3.17533980e-01
   312       2   1.70615072e-05   2.58261425e-01
   312       3   4.22995158e-07   5.87191162e-05
   313       1   3.33494655e-01   4.42860228e-01
   313       2   1.69154677e-05   3.39871534e-01
   313       3   1.28487918e-06   3.31485158e-05
   314       1   4.41604197e-01   5.69341161e-01
   314       2   3.84113196e-05   4.16591580e-01
   314       3   7.15898486e-07   7.59466448e-05
   315       1   5.58011862e-01   6.91449958e-01
   315       2   4.00000865e-05   4.87423163e-01
   315       3   9.02415164e-07   8.83533159e-05
   316       1   6.82298047e-01   8.04379036e-01
   316       2   5.92760007e-05   5.52359388e-01
   316       3   6.42928813e-06   1.16187377e-04
   317       1   8.12009185e-01   9.03148176e-01
   317       2   6.09435869e-06   6.10649277e-01
   317       3   1.58590174e-05   8.61219724e-05
   318       1   9.33589297e-01   9.78832153e-01
   318       2   1.54867398e-04   6.58373283e-01
   318       3   2.31187645e-05   3.04174495e-04
   319       1   1.05208712e+00   1.03861807e+00
   319       2   8.51954720e-05   6.99306550e-01
   319       3   2.27895240e-08   1.92620655e-04
   320       1   1.16733896e+00   1.08523061e+00
   320       2   9.06752167e-05   7.34866201e-01
   320       3   1.90564198e-07   2.08720411e-04
   321       1   1.25236210e+00   1.11127589e+00
   321       2   8.88552897e-05   7.58734061e-01
   321       3   1.25266965e-08   2.14013061e-04
   322       1   1.30729395e+00   1.12247203e+00
   322       2   1.10916623e-04   7.73150520e-01
   322       3   5.66872404e-07   2.46217070e-04
   323       1   1.32591729e+00   1.12000544e+00
   323       2   1.03311429e-04   7.77756154e-01
   323       3   5.73848069e-08   2.38347926e-04
   324       1   1.30685675e+00   1.10507516e+00
   324       2   1.00901084e-04   7.72675873e-01
   324       3   2.37617554e-07   2.34595440e-04
   325       1   1.25129197e+00   1.07772598e+00
   325       2   9.76353748e-05   7.57744122e-01
   325       3   1.75345905e-07   2.26767172e-04
   326       1   1.16517202e+00   1.03788578e+00
   326       2   9.02076806e-05   7.33231363e-01
   326       3   2.51085838e-07   2.11714211e-04
   327       1   1.05624852e+00   9.84999153e-01
   327       2   8.30749789e-05   6.99406788e-01
   327       3   2.39403122e-07   1.94100348e-04
   328       1   9.33235972e-01   9.18620995e-01
   328       2   7.54928920e-05   6.56744469e-01
   328       3   5.65317554e-07   1.75323524e-04
   329       1   8.03996368e-01   8.38646390e-01
   329       2   6.78839642e-05   6.05789807e-01
   329       3   1.38553378e-07   1.53888170e-04
   330       1   6.75359398e-01   7.46161949e-01
   330       2   5.69501205e-05   5.47412814e-01
   330       3   7.95639443e-09   1.28212512e-04
   331       1   5.51625367e-01   6.42968162e-01
   331       2   4.57413091e-05   4.82294710e-01
   331       3   3.54476221e-08   1.02713424e-04
   332       1   4.36056464e-01   5.32568737e-01
   332       2   2.92242947e-05   4.11509589e-01
   332       3   1.12126744e-07   7.13929692e-05
   333       1   3.30296503e-01   4.19153012e-01
   333       2   9.27036402e-06   3.36136195e-01
   333       3   6.90664410e-07   3.67555126e-05
   334       1   2.35105978e-01   3.07275450e-01
   334       2   4.74758606e-05   2.57388246e-01
   334       3   4.90023876e-06   6.26563632e-05
   335       1   1.50678978e-01   2.01116952e-01
   335       2   8.62025692e-05   1.76833792e-01
   335       3   1.00523099e-06   1.11016223e-04
   336       1   7.52018732e-02   1.01767553e-01
   336       2   1.77108229e-05   9.44118528e-02
   336       3   2.41840915e-07   2.21588544e-05
   337       1   9.85456200e-03   1.33866859e-02
   337       2   4.97556894e-05   1.32901619e-02
   337       3   3.34434823e-06   7.67273855e-05
   338       1   4.77267901e-02   6.52472295e-02
   338       2   4.98818126e-04   6.80840968e-02
   338       3   6.02474016e-05   6.55249256e-04
   339       1   9.34519619e-02   1.28031181e-01
   339       2   9.39503955e-05   1.38740449e-01
   339       3   6.53520948e-06   1.00569795e-04
   340       1   1.40499242e-01   1.92080768e-01
   340       2   7.47906980e-05   2.20011951e-01
