# Region type :   patch inlet
# Faces           : 1728
# Area            : 9.7947707907e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	-1.1254955504e-11
2                 	-1.3315864467e-11
3                 	-1.7143690842e-11
4                 	-2.6401891854e-11
5                 	-2.2655886404e-11
6                 	-2.1984079690e-11
7                 	-1.9283769475e-11
8                 	-1.9865698469e-11
9                 	-2.0754957600e-11
10                	-2.4436803844e-11
11                	-2.4232246760e-11
12                	-2.3952150996e-11
13                	-2.0527099803e-11
14                	-1.9126908432e-11
15                	-1.8710083329e-11
16                	-1.8741283130e-11
17                	-1.8419049706e-11
18                	-1.7091308377e-11
19                	-1.7058269757e-11
20                	-1.6316623664e-11
21                	-1.5791881080e-11
22                	-1.5405153669e-11
23                	-1.4191535117e-11
24                	-1.3783777547e-11
25                	-1.3359852094e-11
26                	-1.2831146501e-11
27                	-1.2434570830e-11
28                	-1.1877871210e-11
29                	-1.1396346318e-11
30                	-1.3156070456e-11
31                	-1.3668752773e-11
32                	-1.3138873792e-11
33                	-1.2513114718e-11
34                	-1.2573918040e-11
35                	-1.0166579019e-11
36                	-9.4941265638e-12
37                	-9.2012837066e-12
38                	-9.3515566186e-12
39                	-9.3706418085e-12
40                	-9.0903554016e-12
41                	-9.0371718079e-12
42                	-8.9483257395e-12
43                	-8.7770963733e-12
44                	-8.6231112446e-12
45                	-8.2795934664e-12
46                	-8.2584608470e-12
47                	-8.3759394153e-12
48                	-8.0120804755e-12
49                	-8.1373844917e-12
50                	-7.5577626065e-12
51                	-7.5133588322e-12
52                	-7.4181414060e-12
53                	-6.7973460200e-12
54                	-1.0077797983e-11
55                	-6.8405172171e-12
56                	-6.3463486091e-12
57                	-6.2395756850e-12
58                	-6.2447384984e-12
59                	-5.6754472664e-12
60                	-6.4804970135e-12
61                	-6.5417632043e-12
62                	-6.4561070130e-12
63                	-6.2951702628e-12
64                	-5.5249999452e-12
65                	-5.4242644747e-12
66                	-5.8654272043e-12
67                	-6.1987396356e-12
68                	-5.6644575045e-12
69                	-4.8975415545e-12
70                	-5.1008556449e-12
71                	-5.1005479571e-12
72                	-5.5255481545e-12
73                	-5.5924313692e-12
74                	-4.6796916412e-12
75                	-8.5277638947e-12
76                	-4.3943175947e-12
77                	-4.2223397661e-12
78                	-3.8615960559e-12
79                	-4.1737997928e-12
80                	-4.9532646739e-12
81                	-4.8112967778e-12
82                	-4.7104032128e-12
83                	-4.4742888841e-12
84                	-4.3352283344e-12
85                	-3.3037832445e-12
86                	-3.5241816186e-12
87                	-4.1218659758e-12
88                	-3.5631288730e-12
89                	-4.4949602818e-12
90                	-4.0759901017e-12
91                	-4.0572359027e-12
92                	-4.1518819146e-12
93                	-4.0388580699e-12
94                	-4.1004135957e-12
95                	-4.1096989065e-12
96                	-3.2500613698e-12
97                	-2.9714448232e-12
98                	-3.1539045756e-12
99                	-2.9189278115e-12
100               	-2.7601240570e-12
101               	-3.0587339247e-12
102               	-2.4081546765e-12
103               	-2.5311499963e-12
104               	-3.5436115026e-12
105               	-3.3627033831e-12
106               	-3.2020171250e-12
107               	-3.2317124259e-12
108               	-2.7343157149e-12
109               	-2.9817186749e-12
110               	-2.6587997786e-12
111               	-2.8602077425e-12
112               	-2.4909659440e-12
113               	-3.3102404065e-12
114               	-3.3495996327e-12
115               	-3.2729843577e-12
116               	-3.2760528468e-12
117               	-3.3001233533e-12
118               	-3.4190698897e-12
119               	-2.9890937582e-12
120               	-2.8959084462e-12
121               	-2.7507828231e-12
122               	-3.0635872394e-12
123               	-3.0084159555e-12
124               	-2.5349155655e-12
125               	-3.1289504294e-12
126               	-3.0213519219e-12
127               	-2.9777217159e-12
128               	-2.8893727921e-12
129               	-2.7618720602e-12
130               	-2.9677518962e-12
131               	-2.7737099052e-12
132               	-2.9864544569e-12
133               	-2.8557355053e-12
134               	-2.7802591998e-12
135               	-2.5830808982e-12
136               	-2.8684478875e-12
137               	-2.8286718903e-12
138               	-2.8550334499e-12
139               	-2.6315165837e-12
140               	-2.7173982175e-12
141               	-2.6937869309e-12
142               	-2.8741135809e-12
143               	-2.8655088997e-12
144               	-2.8468425941e-12
145               	-2.8081698853e-12
146               	-2.7624365484e-12
147               	-2.7354039057e-12
148               	-2.7429685398e-12
149               	-2.6905787384e-12
150               	-2.7802507916e-12
151               	-2.7668218001e-12
152               	-2.7623483539e-12
153               	-2.7524137588e-12
154               	-2.7367116076e-12
155               	-2.7457520396e-12
156               	-2.7425238231e-12
157               	-2.7502861180e-12
158               	-2.7615760721e-12
159               	-2.7427834520e-12
160               	-2.7382202528e-12
161               	-2.7338469550e-12
162               	-2.7356421071e-12
163               	-2.7501111146e-12
164               	-2.7398523321e-12
165               	-2.7361604211e-12
166               	-2.7538915906e-12
167               	-2.7487663330e-12
168               	-2.7453710104e-12
169               	-2.7404281956e-12
170               	-2.7441662862e-12
171               	-2.7418456697e-12
172               	-2.7395747158e-12
173               	-2.7376051936e-12
174               	-2.7353065377e-12
175               	-2.7333567689e-12
176               	-2.7322238615e-12
177               	-2.7307650791e-12
