# Time forceX forceY forceZ normalForce
0.758 -0.019859 -9249.53 4.15688e-20 -9249.53
0.76 -0.019859 -9298.75 4.15688e-20 -9298.75
0.762 -0.0198589 -9347.97 4.15688e-20 -9347.97
0.764 -0.0198588 -9397.19 4.15688e-20 -9397.19
0.766 -0.0198587 -9446.41 4.15688e-20 -9446.41
0.768 -0.0198587 -9495.63 4.15688e-20 -9495.63
0.77 -0.0198586 -9544.85 4.15688e-20 -9544.85
0.772 -0.0198585 -9594.07 4.15688e-20 -9594.07
0.774 -0.0198584 -9643.29 4.15688e-20 -9643.29
0.776 -0.0198583 -9692.51 4.15688e-20 -9692.51
0.778 -0.0198582 -9741.74 4.15688e-20 -9741.74
0.78 -0.0198581 -9790.96 4.15688e-20 -9790.96
0.782 -0.019858 -9840.18 4.15688e-20 -9840.18
0.784 -0.0198579 -9889.4 4.15688e-20 -9889.4
0.786 -0.0198578 -9938.62 4.15688e-20 -9938.62
0.788 -0.0198577 -9987.84 4.15688e-20 -9987.84
0.79 -0.0198576 -10037.1 4.15688e-20 -10037.1
0.792 -0.0198575 -10086.3 4.15688e-20 -10086.3
0.794 -0.0198574 -10135.5 4.15688e-20 -10135.5
0.796 -0.0198573 -10184.7 4.15688e-20 -10184.7
0.798 -0.0198572 -10233.9 4.15688e-20 -10233.9
0.8 -0.019857 -10283.2 4.15688e-20 -10283.2
0.802 -0.0198569 -10332.4 4.15688e-20 -10332.4
0.804 -0.0198568 -10381.6 4.15688e-20 -10381.6
0.806 -0.0198567 -10430.8 4.15688e-20 -10430.8
0.808 -0.0198565 -10480 4.15688e-20 -10480
0.81 -0.0198564 -10529.3 4.15688e-20 -10529.3
0.812 -0.0198563 -10578.5 4.15688e-20 -10578.5
0.814 -0.0198562 -10627.7 4.15688e-20 -10627.7
0.816 -0.019856 -10676.9 4.15688e-20 -10676.9
0.818 -0.0198559 -10726.2 4.15688e-20 -10726.2
0.82 -0.0198557 -10775.4 4.15688e-20 -10775.4
0.822 -0.0198556 -10824.6 4.15688e-20 -10824.6
0.824 -0.164605 -7616.09 5.19488e-20 -7616.09
0.826 -0.105482 -7663.1 5.19488e-20 -7663.1
0.828 -0.0754714 -7710.21 5.19488e-20 -7710.21
0.83 -0.0598514 -7757.32 5.19488e-20 -7757.32
0.832 -0.0515661 -7804.44 5.19488e-20 -7804.44
0.834 -0.047109 -7851.57 5.19488e-20 -7851.57
0.836 -0.0446859 -7898.7 5.19488e-20 -7898.7
0.838 -0.0433583 -7945.82 5.19488e-20 -7945.82
0.84 -0.0426265 -7992.95 5.19488e-20 -7992.95
0.842 -0.0422214 -8040.08 5.19488e-20 -8040.08
0.844 -0.0419963 -8087.21 5.19488e-20 -8087.21
0.846 -0.0418708 -8134.34 5.19488e-20 -8134.34
0.848 -0.0418008 -8181.46 5.19488e-20 -8181.46
0.85 -0.0417615 -8228.59 5.19488e-20 -8228.59
0.852 -0.0417395 -8275.72 5.19488e-20 -8275.72
0.854 -0.0417271 -8322.85 5.19488e-20 -8322.85
0.856 -0.04172 -8369.98 5.19488e-20 -8369.98
0.858 -0.041716 -8417.11 5.19488e-20 -8417.11
0.86 -0.0417137 -8464.24 5.19488e-20 -8464.24
0.862 -0.0417123 -8511.36 5.19488e-20 -8511.36
0.864 -0.0417114 -8558.49 5.19488e-20 -8558.49
0.866 -0.0417109 -8605.62 5.19488e-20 -8605.62
0.868 -0.0417105 -8652.75 5.19488e-20 -8652.75
0.87 -0.0417102 -8699.88 5.19488e-20 -8699.88
