# Time dispX dispY dispZ forceX forceY forceZ
1 0 0 -2.5e-05 3.1743218e-06 -1.1372687e-09 -0.00093515677
2 0 0 -5e-05 3.1191873e-06 -6.2296134e-11 -0.0018587434
3 0 0 -7.5e-05 3.0648419e-06 -2.6118846e-10 -0.0027823213
4 0 0 -0.0001 3.0103474e-06 -3.3946945e-10 -0.003705899
5 0 0 -0.000125 2.9558621e-06 -3.8938852e-10 -0.0046294767
6 0 0 -0.00015 2.901191e-06 -2.1813206e-10 -0.0055530541
7 0 0 -0.000175 2.8466844e-06 -4.0145726e-10 -0.0064766317
8 0 0 -0.0002 2.7924626e-06 -6.2899648e-10 -0.0074002097
9 0 0 -0.000225 2.7377911e-06 -2.9586713e-10 -0.0083237869
10 0 0 -0.00025 2.683099e-06 -6.421248e-10 -0.0092473645
11 0 0 -0.000275 2.628577e-06 -7.7623115e-10 -0.010170942
12 0 0 -0.0003 2.5740298e-06 -8.2245107e-10 -0.01109452
13 0 0 -0.000325 2.5198077e-06 -8.0261923e-10 -0.012018098
14 0 0 -0.00035 2.4652799e-06 -8.8384489e-10 -0.012941675
15 0 0 -0.000375 2.4106084e-06 -9.5881129e-10 -0.013865253
16 0 0 -0.0004 2.3559216e-06 -1.0090276e-09 -0.01478883
17 0 0 -0.000425 2.3014894e-06 -1.0633708e-09 -0.015712408
18 0 0 -0.00045 2.2469439e-06 -1.1049668e-09 -0.016635986
19 0 0 -0.000475 2.1923336e-06 -1.1082162e-09 -0.017559563
20 0 0 -0.0005 2.1377544e-06 -1.330763e-09 -0.018483141
21 0 0 -0.000525 2.0833522e-06 -1.2182822e-09 -0.019406718
22 0 0 -0.00055 2.0286117e-06 -1.4856989e-09 -0.020330296
23 0 0 -0.000575 1.9744587e-06 -1.6239573e-09 -0.021253874
24 0 0 -0.0006 1.9197348e-06 -1.6300173e-09 -0.022177451
25 0 0 -0.000625 1.8652774e-06 -1.6270692e-09 -0.023101029
26 0 0 -0.00065 1.8109139e-06 -1.662356e-09 -0.024024607
27 0 0 -0.000675 1.7558969e-06 -1.7054914e-09 -0.024948184
28 0 0 -0.0007 1.7017198e-06 -1.8540092e-09 -0.025871762
29 0 0 -0.000725 1.6472966e-06 -1.9313519e-09 -0.02679534
30 0 0 -0.00075 1.5925954e-06 -1.8885698e-09 -0.027718917
31 0 0 -0.000775 1.5378291e-06 -2.1411081e-09 -0.028642494
32 0 0 -0.0008 1.4834587e-06 -2.3120852e-09 -0.029566072
33 0 0 -0.000825 1.4289769e-06 -2.571029e-09 -0.030489649
34 0 0 -0.00085 1.3743971e-06 -2.2991463e-09 -0.031413227
35 0 0 -0.000875 1.319984e-06 -2.4862008e-09 -0.032336805
36 0 0 -0.0009 1.2656406e-06 -2.6109615e-09 -0.033260384
37 0 0 -0.000925 1.210881e-06 -2.7144109e-09 -0.03418396
38 0 0 -0.00095 1.1561856e-06 -3.1072482e-09 -0.035107538
39 0 0 -0.000975 1.1015689e-06 -2.7857676e-09 -0.036031115
40 0 0 -0.001 1.0471966e-06 -2.8236821e-09 -0.036954693
