# Time forceX forceY forceZ normalForce
0.24 0.00790229 7.60554e-07 0.00243398 -2.68144
0.241 0.00789255 -1.52799e-05 0.00241482 -2.67675
0.242 0.00787411 -1.26784e-05 0.00241407 -2.67218
0.243 0.00786307 -1.54361e-05 0.00240797 -2.66808
0.244 0.00784334 6.29091e-06 0.00242797 -2.66468
0.245 0.00783928 -1.78889e-05 0.00240636 -2.661
0.246 0.00783373 -6.29417e-06 0.00241313 -2.65856
0.247 0.00782059 -1.63635e-05 0.00240659 -2.65365
0.248 0.00779458 -2.01136e-06 0.00242198 -2.65039
0.249 0.00780145 -1.16609e-06 0.00241245 -2.64889
0.25 0.00778953 -1.45669e-05 0.00240708 -2.64496
