# Time forceX forceY forceZ normalForce
0.116 0.000271868 -0.000327559 1.8503e-05 0.00163202
0.117 0.000262601 -0.000341899 2.38207e-05 0.00209315
0.118 0.000272793 -0.000323244 2.80503e-05 0.00178104
0.119 0.000268566 -0.000317628 2.82415e-05 0.00197142
0.12 0.000349603 -0.000335304 4.86041e-05 0.0104455
0.121 0.000276653 -0.000321237 3.0757e-05 0.00234495
0.122 0.00036704 -0.000361197 4.56938e-05 0.010812
0.123 0.000275354 -0.000314001 3.34597e-05 0.00252163
0.124 0.000258343 -0.000309976 4.01409e-05 0.00298431
0.125 0.000253972 -0.000309659 4.23694e-05 0.00254503
0.126 0.000301665 -0.000335562 5.53573e-05 0.00593804
0.127 0.000250362 -0.000315371 4.2776e-05 0.00278263
0.128 0.000243457 -0.000306948 5.06792e-05 0.00285736
0.129 0.000326165 -0.000344385 6.26211e-05 0.00959521
0.13 0.000251741 -0.000314948 5.53008e-05 0.00294583
0.131 0.000338279 -0.000344413 7.27663e-05 0.0100548
0.132 0.000381926 -0.000360376 9.09204e-05 0.0112767
0.133 0.000272798 -0.00032194 6.26162e-05 0.0028009
0.134 0.000295168 -0.000336626 6.1944e-05 0.00571589
0.135 0.000282231 -0.000313721 5.99911e-05 0.00290216
0.136 0.00030573 -0.000346218 6.77765e-05 0.00578969
0.137 0.000264748 -0.000338006 7.06464e-05 0.00320253
0.138 0.000291897 -0.000345718 7.10171e-05 0.0058095
0.139 0.000330156 -0.00034923 8.29802e-05 0.00817299
0.14 0.000353833 -0.000363172 8.2896e-05 0.00911632
0.141 0.000371794 -0.00036707 7.9913e-05 0.00905242
0.142 0.000363655 -0.000371471 8.75026e-05 0.00900625
0.143 0.000366593 -0.000370249 7.67238e-05 0.00827385
0.144 0.000323537 -0.000364439 7.92713e-05 0.00611294
0.145 0.000319685 -0.000359601 7.42905e-05 0.00608527
0.146 0.000327355 -0.000369015 7.41689e-05 0.00741202
0.147 0.000274158 -0.000348229 7.10761e-05 0.00407182
0.148 0.000298901 -0.000357484 7.7817e-05 0.00621266
0.149 0.000273539 -0.000331698 7.97846e-05 0.00343809
0.15 0.000290993 -0.000350916 9.39634e-05 0.00661348
0.151 0.000255909 -0.000330908 7.21742e-05 0.00278079
0.152 0.000244451 -0.00033179 6.83275e-05 0.00306299
0.153 0.000275044 -0.000311006 6.48107e-05 0.00344091
0.154 0.000248774 -0.000319765 6.34942e-05 0.00321724
0.155 0.0002483 -0.000308477 5.85293e-05 0.00268768
0.156 0.000276859 -0.000312834 6.55946e-05 0.00383208
0.157 0.000260485 -0.000307838 5.73577e-05 0.00290715
0.158 0.000264293 -0.000307856 5.75511e-05 0.00327372
0.159 0.00025932 -0.000304742 5.5142e-05 0.00293034
0.16 0.000266522 -0.000301315 4.7169e-05 0.00229728
0.161 0.000275285 -0.000297172 3.90141e-05 0.00316845
0.162 0.000259261 -0.000302641 4.85105e-05 0.00130289
0.163 0.000250112 -0.000294453 4.24396e-05 0.00064253
0.164 0.000240514 -0.00029559 4.11745e-05 -0.000221083
0.165 0.000231276 -0.000291997 3.81755e-05 -0.00101654
0.166 0.000209094 -0.000282334 3.13511e-05 -0.00282509
0.167 0.000193069 -0.000277137 3.01299e-05 -0.00421672
0.168 0.000174217 -0.00026954 2.11417e-05 -0.00540602
0.169 0.000159153 -0.000268726 2.90548e-05 -0.0065097
0.17 0.00014378 -0.000255192 1.74868e-05 -0.008049
0.171 0.000115622 -0.000246877 1.92664e-05 -0.00794754
0.172 8.57268e-05 -0.00023652 2.19573e-05 -0.00813398
0.173 5.63153e-05 -0.000212546 3.09323e-05 -0.00817186
