  Time  Coordinate0  Coordinate1  Coordinate2  Force0  Force1  Force2
 1.28000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.79597853e-04   1.86710790e-04  -7.07886015e-05
 1.29000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.81940043e-04   1.87622538e-04  -7.11342327e-05
 1.30000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.84282179e-04   1.88534331e-04  -7.14799081e-05
 1.31000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.86565809e-04   1.89423438e-04  -7.18170178e-05
 1.32000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.88804426e-04   1.90295127e-04  -7.21475647e-05
 1.33000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.91043039e-04   1.91166903e-04  -7.24781802e-05
 1.34000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.93281552e-04   1.92038714e-04  -7.28088399e-05
 1.35000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.95479069e-04   1.92894640e-04  -7.31335063e-05
 1.36000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.97528548e-04   1.93693036e-04  -7.34364008e-05
 1.37000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -4.99577965e-04   1.94491502e-04  -7.37393605e-05
 1.38000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.01627359e-04   1.95290039e-04  -7.40423792e-05
 1.39000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.03676781e-04   1.96088656e-04  -7.43454562e-05
 1.40000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.05492324e-04   1.96796308e-04  -7.46140782e-05
 1.41000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.07272937e-04   1.97490455e-04  -7.48776176e-05
 1.42000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.09053488e-04   1.98184659e-04  -7.51412117e-05
 1.43000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.10834060e-04   1.98878941e-04  -7.54048638e-05
 1.44000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.12438822e-04   1.99504847e-04  -7.56426189e-05
 1.45000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.13882628e-04   2.00068170e-04  -7.58566778e-05
