# Region type :   patch inlet
# Faces           : 768
# Area            : 9.7860294442e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	-1.7028948720e-11
2                 	-2.5161716084e-11
3                 	-3.7749851502e-11
4                 	-3.9132001681e-11
5                 	-4.2806419355e-11
6                 	-4.7494271857e-11
7                 	-4.4965373867e-11
8                 	-3.5875939183e-11
9                 	-3.3669001138e-11
10                	-3.1367287231e-11
11                	-3.6116344869e-11
12                	-2.8015042212e-11
13                	-2.6306068556e-11
14                	-3.4802121895e-11
15                	-3.1637074713e-11
16                	-3.2017065864e-11
17                	-2.3201131284e-11
18                	-3.0086571928e-11
19                	-3.0221413206e-11
20                	-3.2604804947e-11
21                	-3.0855570233e-11
22                	-3.2575533713e-11
23                	-3.2341976169e-11
24                	-3.0956439603e-11
25                	-3.2381874335e-11
26                	-3.3560531566e-11
27                	-3.2429721050e-11
28                	-2.1814504177e-11
29                	-2.9237506349e-11
30                	-2.4071834837e-11
31                	-2.3690022840e-11
32                	-2.1995342240e-11
33                	-2.7551189810e-11
34                	-2.8229605717e-11
35                	-2.8916832688e-11
36                	-2.8130078051e-11
37                	-2.7394269834e-11
38                	-2.8191671526e-11
39                	-2.8617207319e-11
40                	-2.8960941705e-11
41                	-1.8268382580e-11
42                	-2.7394876280e-11
43                	-2.6729146002e-11
44                	-2.6223206261e-11
45                	-2.5130892462e-11
46                	-2.5386393640e-11
47                	-2.5119890705e-11
48                	-2.4609914358e-11
49                	-2.4612976040e-11
50                	-2.4445592690e-11
51                	-2.4894148978e-11
52                	-2.4701541888e-11
53                	-1.8663060016e-11
54                	-2.4607057730e-11
55                	-2.3682487913e-11
56                	-1.8628927725e-11
57                	-1.8720105571e-11
58                	-1.8182918112e-11
59                	-1.8188887912e-11
60                	-1.8490387292e-11
61                	-1.8403467677e-11
62                	-1.7487509858e-11
63                	-1.7275764191e-11
64                	-1.7236921646e-11
65                	-2.3555598142e-11
66                	-1.6663916857e-11
67                	-1.5884644143e-11
68                	-1.5481498533e-11
69                	-1.5254024938e-11
70                	-2.1873238011e-11
71                	-1.4458990901e-11
72                	-1.3584942592e-11
73                	-1.3947923356e-11
74                	-1.3474423080e-11
75                	-1.3273773214e-11
76                	-1.3127008602e-11
77                	-1.3081199023e-11
78                	-1.3099689644e-11
79                	-1.2716640324e-11
80                	-1.2260366334e-11
81                	-1.1979858919e-11
82                	-1.1782107798e-11
83                	-1.1258581640e-11
84                	-1.1029781918e-11
85                	-8.1257206413e-12
86                	-9.2475176424e-12
87                	-8.1621925947e-12
88                	-6.7166872235e-12
89                	-6.0731476708e-12
90                	-7.4763248709e-12
91                	-8.0591861327e-12
92                	-8.0963646619e-12
93                	-7.7465805213e-12
94                	-7.4972805970e-12
95                	-7.3876726229e-12
96                	-6.1145178185e-12
97                	-6.2393682529e-12
98                	-9.3186177232e-12
99                	-9.0466531785e-12
100               	-8.8018769674e-12
101               	-8.6808194461e-12
102               	-8.6201389261e-12
103               	-8.7828720179e-12
104               	-8.6703252005e-12
105               	-8.6328836035e-12
106               	-8.6875064461e-12
107               	-8.5106280902e-12
108               	-7.9406003908e-12
109               	-7.7369045596e-12
110               	-8.7598559920e-12
111               	-7.1218627030e-12
112               	-4.0946495979e-12
113               	-7.0756201283e-12
114               	-3.0794417541e-12
115               	-6.7844384771e-12
116               	-7.6408677892e-12
117               	-5.7645349992e-12
118               	-6.6229132855e-12
119               	-6.9096438187e-12
120               	-7.2765640199e-12
121               	-3.6564909979e-12
122               	-3.6670215005e-12
123               	-2.8070038009e-12
124               	-2.4893445199e-12
125               	-2.6539095232e-12
126               	-2.2062136094e-12
127               	-2.3518639031e-12
128               	-2.1958830177e-12
129               	-2.1308734771e-12
130               	-2.0115743733e-12
131               	-1.9837947316e-12
132               	-1.8047041001e-12
133               	-2.0173815975e-12
134               	-1.9291880026e-12
135               	-1.9397500536e-12
136               	-1.5240879008e-12
137               	-1.8532314896e-12
138               	-1.7433690845e-12
139               	-1.8066307906e-12
140               	-1.9463672363e-12
