  Time  Coordinate0  Coordinate1  Coordinate2  Displacements0  Displacements1  Displacements2  Forces0  Forces1  Forces2
 0.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
 1.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.93923213e-07  -1.10571206e-16   1.09831531e-06  -5.60413221e-05   8.09728557e-17   4.68408733e-08
 2.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.68812817e-07  -3.01750327e-15   1.26444871e-06  -1.12034264e-04   1.49138722e-15   1.75920025e-07
 3.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.42383969e-07   8.56350067e-14   1.42961976e-06  -1.67967753e-04   1.32528253e-14   3.87486760e-07
 4.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.14730299e-07  -1.71426071e-13   1.59373248e-06  -2.23843416e-04  -3.59741782e-13   6.81560764e-07
 5.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.85849591e-07   1.80648022e-12   1.75678783e-06  -2.79661147e-04   1.06472561e-12   1.05833270e-06
 6.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.55739066e-07  -3.98146567e-12   1.91878623e-06  -3.35421068e-04  -9.23931941e-12   1.51795902e-06
 7.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -1.24302622e-07   3.91803044e-12   2.07983088e-06  -3.91123158e-04  -6.94621382e-12   2.06062814e-06
 8.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -9.18200998e-08   1.43425016e-11   2.23961560e-06  -4.46767946e-04  -2.79941336e-11   2.68648229e-06
 9.00000000e+00   1.55000000e-03   0.00000000e+00   3.00000000e-02  -5.80077085e-08   7.21465415e-11   2.39844631e-06  -5.02354979e-04  -6.55674983e-11   3.39561664e-06
 1.00000000e+01   1.55000000e-03   0.00000000e+00   3.00000000e-02  -2.28578437e-08   1.38160259e-10   2.55632729e-06  -5.57884471e-04  -4.56357128e-10   4.18839196e-06
