  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Fluid-Mesh:Force)
   181       2   3.42270458e-03   6.86574775e-03
   181       3   2.02159479e-03   9.86339113e-04
   181       4   8.77464589e-03   4.75251510e-03
   181       5   3.83371171e-06   6.15498313e-03
   181       6   4.37734661e-06   4.27520788e-06
   182       1   1.19307700e-02   8.89181145e-03
   182       2   1.82803880e-05   8.36042207e-03
   182       3   2.34592161e-06   1.26095160e-05
   183       1   9.41575276e-03   7.02171787e-03
   183       2   5.48482828e-06   6.59845295e-03
   183       3   1.14798007e-06   4.62433573e-06
   184       1   6.60900932e-03   4.93395630e-03
   184       2   2.84823994e-05   4.66700194e-03
   184       3   1.07909989e-06   2.13481116e-05
