# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	2.0933730528e-13
2                 	3.6180464607e-13
3                 	4.7184862122e-13
4                 	5.5074146796e-13
5                 	6.0708190708e-13
6                 	6.4729494210e-13
7                 	6.7609063172e-13
8                 	6.9686162881e-13
9                 	7.1201283018e-13
10                	7.2322504630e-13
11                	7.3165941957e-13
12                	7.3811152477e-13
13                	7.4312454507e-13
14                	7.4707035736e-13
15                	7.5020624174e-13
16                	7.5271363331e-13
17                	7.5472391078e-13
18                	7.5633537458e-13
19                	7.5762396818e-13
20                	7.5865026209e-13
21                	7.5946413068e-13
22                	7.6010345092e-13
23                	7.6060349935e-13
24                	7.6088578330e-13
25                	7.6128989754e-13
26                	7.6153791075e-13
27                	7.6175159304e-13
28                	7.6191541613e-13
29                	7.6193312648e-13
30                	7.6209873568e-13
31                	7.6216780318e-13
32                	7.6222075494e-13
33                	7.6226135128e-13
34                	7.6229247515e-13
35                	7.6231633678e-13
36                	7.6233463069e-13
37                	7.6234865603e-13
38                	7.6235940878e-13
39                	7.6236765257e-13
40                	7.6237397280e-13
41                	7.6237881831e-13
42                	7.6238253320e-13
43                	7.6238538128e-13
44                	7.6225765000e-13
45                	7.6234279431e-13
46                	7.6233835066e-13
47                	7.6233494387e-13
48                	7.6233233199e-13
49                	7.6233032955e-13
50                	7.6225411732e-13
51                	7.6230092032e-13
52                	7.6229672595e-13
53                	7.6229351026e-13
54                	7.6229104491e-13
55                	7.6228915480e-13
56                	7.6228770571e-13
57                	7.6228659475e-13
58                	7.6228574301e-13
59                	7.6228509001e-13
60                	7.6228458938e-13
61                	7.6228420556e-13
62                	7.6228391130e-13
63                	7.6228368570e-13
64                	7.6228351274e-13
65                	7.6228338014e-13
66                	7.6228327847e-13
67                	7.6228320053e-13
68                	7.6228314078e-13
69                	7.6228309497e-13
70                	7.6228305984e-13
71                	7.6228303292e-13
72                	7.6228301227e-13
73                	7.6228299645e-13
74                	7.6228298431e-13
75                	7.6228297501e-13
76                	7.6228296788e-13
77                	7.6228296241e-13
78                	7.6228295822e-13
79                	7.6228295500e-13
80                	7.6228295254e-13
81                	7.6228295065e-13
82                	7.6228294920e-13
83                	7.6228294809e-13
84                	7.6228294724e-13
85                	7.6228294659e-13
86                	7.6228294609e-13
87                	7.6228294570e-13
88                	7.6228294541e-13
89                	7.6228294518e-13
90                	7.6228294501e-13
91                	7.6228294488e-13
92                	7.6228294478e-13
93                	7.6228294470e-13
94                	7.6228294464e-13
95                	7.6228294459e-13
96                	7.6228294456e-13
97                	7.6228294453e-13
98                	7.6228294451e-13
99                	7.6228294449e-13
100               	7.6228294448e-13
101               	7.6228294447e-13
102               	7.6228294447e-13
103               	7.6228294446e-13
104               	7.6228294446e-13
105               	7.6228294445e-13
