# Time dispX dispY dispZ forceX forceY forceZ
1 0 0 -2.5e-05 1.6570824e-06 -4.6368326e-09 -0.00072722205
2 0 0 -5e-05 1.3190011e-06 8.654637e-12 -0.0014454084
3 0 0 -7.5e-05 9.8607446e-07 -1.4420805e-10 -0.0021635914
4 0 0 -0.0001 6.5297079e-07 -2.0050647e-10 -0.0028817742
5 0 0 -0.000125 3.1985268e-07 -2.4753762e-10 -0.0035999571
6 0 0 -0.00015 -1.3256743e-08 -2.9752052e-10 -0.0043181399
7 0 0 -0.000175 -3.4638212e-07 -3.5677211e-10 -0.0050363227
8 0 0 -0.0002 -6.795227e-07 -4.0079328e-10 -0.0057545055
9 0 0 -0.000225 -1.0126544e-06 -4.3041132e-10 -0.0064726883
10 0 0 -0.00025 -1.3457625e-06 -4.711012e-10 -0.0071908711
11 0 0 -0.000275 -1.6789397e-06 -5.1845669e-10 -0.0079090539
12 0 0 -0.0003 -2.0121211e-06 -5.5658452e-10 -0.0086272367
13 0 0 -0.000325 -2.3451382e-06 -6.3279885e-10 -0.0093454196
14 0 0 -0.00035 -2.6784159e-06 -6.4264137e-10 -0.010063602
15 0 0 -0.000375 -3.0115921e-06 -6.9411916e-10 -0.010781785
16 0 0 -0.0004 -3.3446807e-06 -7.589239e-10 -0.011499968
17 0 0 -0.000425 -3.6777465e-06 -7.6948692e-10 -0.012218151
18 0 0 -0.00045 -4.0109525e-06 -8.7041369e-10 -0.012936334
19 0 0 -0.000475 -4.3441116e-06 -8.1866766e-10 -0.013654516
20 0 0 -0.0005 -4.6772123e-06 -9.2516255e-10 -0.014372699
21 0 0 -0.000525 -5.010539e-06 -9.8361218e-10 -0.015090882
22 0 0 -0.00055 -5.3435661e-06 -1.1200825e-09 -0.015809065
23 0 0 -0.000575 -5.6776211e-06 -1.1946334e-09 -0.016527247
24 0 0 -0.0006 -6.0109486e-06 -1.2829881e-09 -0.01724543
25 0 0 -0.000625 -6.3428728e-06 -1.2092175e-09 -0.017963613
26 0 0 -0.00065 -6.6767618e-06 -1.3212833e-09 -0.018681796
27 0 0 -0.000675 -7.0094023e-06 -1.2877623e-09 -0.019399979
28 0 0 -0.0007 -7.3424675e-06 -1.3077673e-09 -0.020118162
29 0 0 -0.000725 -7.6756124e-06 -1.4377754e-09 -0.020836345
30 0 0 -0.00075 -8.0096132e-06 -1.5000869e-09 -0.021554527
31 0 0 -0.000775 -8.343058e-06 -1.473957e-09 -0.02227271
32 0 0 -0.0008 -8.6751429e-06 -1.416175e-09 -0.022990893
33 0 0 -0.000825 -9.0083238e-06 -1.505158e-09 -0.023709076
34 0 0 -0.00085 -9.3414241e-06 -1.5726526e-09 -0.024427259
35 0 0 -0.000875 -9.6755199e-06 -1.7085424e-09 -0.025145441
36 0 0 -0.0009 -1.0008598e-05 -1.8446349e-09 -0.025863624
37 0 0 -0.000925 -1.0340731e-05 -1.874063e-09 -0.026581807
38 0 0 -0.00095 -1.0674007e-05 -1.9089954e-09 -0.02729999
39 0 0 -0.000975 -1.1007232e-05 -2.0462852e-09 -0.028018173
40 0 0 -0.001 -1.1340518e-05 -1.8969206e-09 -0.028736355
