  Time  Coordinate0  Coordinate1  Coordinate2  Displacements0  Displacements1  Displacements2  Forces0  Forces1  Forces2
 0.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
 1.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -1.55743589e-07  -3.80364659e-16  -4.72899785e-08   6.79284461e-05   1.00207809e-16   1.24797459e-07
 2.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -1.00652160e-07  -5.81058840e-16  -2.59631262e-07   1.35968895e-04   2.71639231e-16   5.32116392e-07
 3.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02  -4.41735788e-08   1.38037897e-16  -4.72066374e-07   2.04107361e-04   1.85994544e-15   1.22409290e-06
 4.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.35772892e-08  -7.57358424e-16  -6.84599773e-07   2.72344852e-04   4.40122046e-15   2.20221422e-06
 5.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   7.26082830e-08   7.84821453e-16  -8.97223502e-07   3.40680564e-04   6.88315236e-15   3.46815871e-06
 6.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.32927833e-07   8.06671801e-17  -1.10993022e-06   4.09113797e-04   1.11952531e-14   5.02366587e-06
 7.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   1.94543955e-07   2.28223756e-15  -1.32271216e-06   4.77643869e-04   1.35708468e-14   6.87052742e-06
 8.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   2.57464820e-07  -4.96421400e-15  -1.53556182e-06   5.46270050e-04   3.28621069e-14   9.01057971e-06
 9.00000000e+00   2.35000000e-03   0.00000000e+00   3.00000000e-02   3.21698445e-07   2.08191436e-14  -1.74847146e-06   6.14991614e-04  -8.21361412e-15   1.14457091e-05
 1.00000000e+01   2.35000000e-03   0.00000000e+00   3.00000000e-02   3.87252840e-07  -7.55309788e-14  -1.96143321e-06   6.83807783e-04   1.64400543e-13   1.41778444e-05
