# Region type :   patch outlet_peri
# Faces           : 192
# Area            : 9.7389069984e-06
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
1                 	1.1017752910e-13
2                 	1.9042349793e-13
3                 	2.4834137959e-13
4                 	2.8986393050e-13
5                 	3.1951679320e-13
6                 	3.4068154847e-13
7                 	3.5583717459e-13
8                 	3.6676927832e-13
9                 	3.7474359483e-13
10                	3.8064476121e-13
11                	3.8508390504e-13
12                	3.8847974988e-13
13                	3.9111818161e-13
14                	3.9319492493e-13
15                	3.9484539039e-13
16                	3.9616507016e-13
17                	3.9722311094e-13
18                	3.9807124978e-13
19                	3.9874945694e-13
20                	3.9928961164e-13
21                	3.9971796352e-13
22                	4.0005444785e-13
23                	4.0031763124e-13
24                	4.0046620174e-13
25                	4.0067889348e-13
26                	4.0080942672e-13
27                	4.0092189109e-13
28                	4.0100811377e-13
29                	4.0101743499e-13
30                	4.0110459774e-13
31                	4.0114094906e-13
32                	4.0116881840e-13
33                	4.0119018490e-13
34                	4.0120656588e-13
35                	4.0121912463e-13
36                	4.0122875301e-13
37                	4.0123613476e-13
38                	4.0124179411e-13
39                	4.0124613294e-13
40                	4.0124945938e-13
41                	4.0125200965e-13
42                	4.0125396485e-13
43                	4.0125546385e-13
44                	4.0125661307e-13
45                	4.0125749415e-13
46                	4.0125816964e-13
47                	4.0125868751e-13
48                	4.0125908455e-13
49                	4.0125938895e-13
50                	4.0125962232e-13
51                	4.0125980123e-13
52                	4.0125993840e-13
53                	4.0126004357e-13
54                	4.0126012419e-13
55                	4.0126018600e-13
56                	4.0126023339e-13
57                	4.0126026973e-13
58                	4.0126029758e-13
59                	4.0126031894e-13
60                	4.0126033531e-13
61                	4.0126034786e-13
62                	4.0126035748e-13
63                	4.0126036486e-13
64                	4.0126037052e-13
65                	4.0126037485e-13
66                	4.0126037818e-13
67                	4.0126038073e-13
68                	4.0126038268e-13
69                	4.0126038418e-13
70                	4.0126038533e-13
71                	4.0126038621e-13
72                	4.0126038688e-13
73                	4.0126038740e-13
74                	4.0126038780e-13
75                	4.0126038810e-13
76                	4.0126038834e-13
77                	4.0126038852e-13
78                	4.0126038865e-13
79                	4.0126038876e-13
80                	4.0126038884e-13
81                	4.0126038890e-13
82                	4.0126038895e-13
83                	4.0126038898e-13
84                	4.0126038901e-13
85                	4.0126038903e-13
86                	4.0126038905e-13
87                	4.0126038906e-13
88                	4.0126038907e-13
89                	4.0126038908e-13
